CODIGO_PRODUTO;DESCRICAO_PRODUTO;EMBALAGEM_VENDA;QTD_LOJAS_COM_CUSTO;PRECO_VENDA_NORMAL;PRECO_VENDA_PRATICADO;CUSTO_NF_BRUTO;CUSTO_IPI;CUSTO_ICMS_ST;CUSTO_DESP_NF;CUSTO_DESP_FORA_NF;CREDITO_ICMS;CREDITO_PIS;CREDITO_COFINS;DESCONTO_FORA_NF;DESCONTO_VERBA;CUSTO_LIQUIDO;ALIQ_ICMS_VENDA;ALIQ_PIS_VENDA;ALIQ_COFINS_VENDA;ALIQ_IMPOSTOS_TOTAL;VALOR_IMPOSTOS_VENDA;PRECO_VENDA_LIQUIDO;LUCRO_VALOR;MARGEM_REALIZADA;MARGEM_OBJETIVA;PRECO_SUGERIDO
5263;CR DENTAL ORAL B 50G KIDS MICKEY;1;14;9,94;9,94;7,1342;0;0;0;0;0;0;0;0;0;7,0233;0;0;0;0;0;9,94;2,9167;29,34;30;10,03
5267;CR DENTAL ORAL B 70G 4 EM 1;1;14;5,06;5,06;3,6663;0;0;0;0;0;0;0;0;0;3,2641;0;0;0;0;0;5,06;1,7959;35,49;30;4,66
5269;CR DENTAL ORAL B 123 70G;1;15;2,89;2,89;1,7358;0;0;0;0;0;0;0;0;0;1,7084;0;0;0;0;0;2,89;1,1816;40,89;30;2,44
5271;CR DENTAL ORAL B 70G EXTRA BRANCO;1;14;5,06;5,06;3,6529;0;0;0;0;0;0;0;0;0;2,6686;0;0;0;0;0;5,06;2,3914;47,26;30;3,81
5272;CR DENTAL ORAL B 70G EXTRA FRESH;1;15;5,65;5,65;3,73;0;0;0;0;0;0;0;0;0;3,6516;0;0;0;0;0;5,65;1,9984;35,37;30;5,22
5273;CR DEN SORRISO 180G;1;11;7,15;7,15;5,5;0;0;0;0;0;0;0;0;0;5,4979;0;0;0;0;0;7,15;1,6521;23,11;30;7,85
5275;CR DENTAL TANDY 50G MORANGO;1;14;11,17;11,17;7,7683;0;0;0;0;0;0;0;0;0;7,7674;0;0;0;0;0;11,17;3,4026;30,46;30;11,1
5276;CR DENTAL TANDY 50G TUTTI FRUTI;1;14;11,17;11,17;7,7683;0;0;0;0;0;0;0;0;0;7,7683;0;0;0;0;0;11,17;3,4017;30,45;30;11,1
5277;CR DENTAL TANDY 50G UVA;1;14;11,17;11,17;7,7683;0;0;0;0;0;0;0;0;0;7,7654;0;0;0;0;0;11,17;3,4046;30,48;30;11,09
5283;CR PENT ELSEVE 250ML CACHOS DOS SONH;1;9;26,99;26,99;18,9292;0;0;0;0;0;0;0;0;0;18,9281;0;0;0;0;0;26,99;8,0619;29,87;30;27,04
5284;CR PENT ELSEVE 250ML GLYCOLIC GLOSS;1;10;26,99;26,99;18,9293;0;0;0;0;0;0;0;0;0;18,9277;0;0;0;0;0;26,99;8,0623;29,87;30;27,04
5285;CR PENT ELSEVE 250ML HIALURONICO;1;8;26,99;26,99;18,9292;0;0;0;0;0;0;0;0;0;18,6388;0;0;0;0;0;26,99;8,3512;30,94;30;26,63
5287;CR PENT ELSEVE 250ML LISO SONHOS E;1;8;26,99;26,99;18,9292;0;0;0;0;0;0;0;0;0;18,9277;0;0;0;0;0;26,99;8,0623;29,87;30;27,04
5288;CR PENT ELSEVE 250ML LONGO DOS SONHO;1;9;26,99;26,99;18,9292;0;0;0;0;0;0;0;0;0;18,9275;0;0;0;0;0;26,99;8,0625;29,87;30;27,04
5290;CR PENT ELSEVE 250ML RT5 REPARACAO;1;1;26,99;26,99;16,51;0;0;0;0;0;0;0;0;0;16,51;0;0;0;0;0;26,99;10,48;38,83;30;23,59
5291;CR PENT MONANGE 300ML CACHOS QUE TAL;1;8;11,85;11,85;8,98;0;0;0;0;0;0;0;0;0;8,8933;0;0;0;0;0;11,85;2,9567;24,95;30;12,7
5292;CR PENT MONANGE 300ML HIDRATA C PODER;1;8;11,85;11,85;8,4797;0;0;0;0;0;0;0;0;0;8,4797;0;0;0;0;0;11,85;3,3703;28,44;30;12,11
5293;CR PENT MONANGE 300ML LISOS TE QUERO;1;10;11,85;11,85;8,98;0;0;0;0;0;0;0;0;0;8,721;0;0;0;0;0;11,85;3,129;26,41;30;12,46
5294;CR PENT MONANGE 300ML QUIMICA S DRAMA;1;9;11,85;11,85;8,48;0;0;0;0;0;0;0;0;0;8,4798;0;0;0;0;0;11,85;3,3702;28,44;30;12,11
5295;CR PENT PANTENE 240G BAMBU;1;10;19,25;19,25;15,6769;0;0;0;0;0;0;0;0;0;14,2291;0;0;0;0;0;19,25;5,0209;26,08;30;20,33
5296;CR PENT PANTENE 240G BIOTINAMINA;1;9;19,25;19,25;15,6011;0;0;0;0;0;0;0;0;0;15,1639;0;0;0;0;0;19,25;4,0861;21,23;30;21,66
5297;CR PENT PANTENE 240G HIDRATACAO;1;9;19,25;19,25;15,6214;0;0;0;0;0;0;0;0;0;14,96;0;0;0;0;0;19,25;4,29;22,29;30;21,37
5301;CR PENT SEDA 300ML BABOSA OLEOS;1;14;11,78;11,78;8,69;0;0;0;0;0;0;0;0;0;8,3512;0;0;0;0;0;11,78;3,4288;29,11;35;12,85
5302;CR PENT SEDA 300ML CACH DEFINIDOS;1;14;11,78;11,78;8,7577;0;0;0;0;0;0;0;0;0;8,6913;0;0;0;0;0;11,78;3,0887;26,22;35;13,37
5303;CR PENT SEDA 300ML COLAGENO E VIT;1;14;11,78;11,78;8,695;0;0;0;0;0;0;0;0;0;8,5089;0;0;0;0;0;11,78;3,2711;27,77;35;13,09
5305;CR PENT SEDA 300ML JUNTINHOS CACHOS;1;14;11,06;11,06;8,69;0;0;0;0;0;0;0;0;0;8,5907;0;0;0;0;0;11,06;2,4693;22,33;30;12,27
5307;CR PENT SEDA 300ML JUNTINHOS TODOS OS TIPOS;1;10;11,06;11,06;8,69;0;0;0;0;0;0;0;0;0;8,57;0;0;0;0;0;11,06;2,49;22,51;30;12,24
5308;CR PENT SEDA 300ML LISO PERFEITO;1;14;11,78;11,78;8,69;0;0;0;0;0;0;0;0;0;8,4951;0;0;0;0;0;11,78;3,2849;27,89;35;13,07
5309;CR PENT SEDA 300ML LUMINOUS UV;1;14;11,79;11,79;8,684;0;0;0;0;0;0;0;0;0;8,4522;0;0;0;0;0;11,79;3,3378;28,31;35;13
5313;CR PENT SEDA 300ML PRETO LUMINOSO;1;14;11,78;11,78;8,7571;0;0;0;0;0;0;0;0;0;8,6498;0;0;0;0;0;11,78;3,1302;26,57;35;13,31
5314;CR PENT SEDA 300ML SOS CERAMIDAS;1;14;11,78;11,78;8,69;0;0;0;0;0;0;0;0;0;8,6881;0;0;0;0;0;11,78;3,0919;26,25;35;13,37
5316;CR PENT SEDA 350ML BOOM DEFINICAO FLEXI;1;13;12,25;12,25;10,88;0;0;0;0;0;0;0;0;0;10,1934;0;0;0;0;0;12,25;2,0566;16,79;30;14,56
5317;CR PENT SEDA 350ML BOOM DEFINICAO INTEN;1;11;12,25;12,25;10,87;0;0;0;0;0;0;0;0;0;10,6157;0;0;0;0;0;12,25;1,6343;13,34;30;15,17
5319;CR PENT SEDA 350ML BOOM VOLUME MAXIMO;1;10;12,25;12,25;10,87;0;0;0;0;0;0;0;0;0;10,4844;0;0;0;0;0;12,25;1,7656;14,41;30;14,98
5323;CR PENT TRESEMME 200ML HIDRAT PROF;1;1;20,04;20,04;15,0855;0;0;0;0;0;0;0;0;0;15,0855;0;0;0;0;0;20,04;4,9545;24,72;35;23,21
5324;CR PENT TRESEMME 200ML RECONST E FORCA;1;1;299,71;299,71;10,99;0;0;0;0;0;0;0;0;0;10,99;0;0;0;0;0;299,71;288,72;96,33;35;16,91
5327;CR PENT VINI LADY 290G BRILHO INTENSO;1;8;12,49;12,49;8,0924;,2754;2,4317;0;0;0;0;0;0;0;7,9589;0;0;0;0;0;12,49;4,5311;36,28;30;11,37
5328;CR PENT VINI LADY 290G COCO;1;9;12,49;12,49;8,7575;,2752;2,4321;0;0;0;0;0;0;0;8,0549;0;0;0;0;0;12,49;4,4351;35,51;30;11,51
5329;CR PENT VINI LADY 290G LISO INTENSO;1;9;12,49;12,49;8,3371;,2693;2,3797;0;0;0;0;0;0;0;8,0949;0;0;0;0;0;12,49;4,3951;35,19;30;11,56
5331;CR PENT VINI LADY 290G REPARA TOTAL;1;9;12,49;12,49;7,8888;,248;2,1907;0;0;0;0;0;0;0;7,7466;0;0;0;0;0;12,49;4,7434;37,98;30;11,07
5333;CR TRAT SKALA AMIDO DE MILHO 1KG;1;4;13,89;13,89;9,49;0;0;0;0;0;0;0;0;0;9,49;0;0;0;0;0;13,89;4,4;31,68;35;14,6
5334;CR TRAT SKALA CERAMIDAS G3 1KG;1;3;13,89;13,89;9,49;0;0;0;0;0;0;0;0;0;9,49;0;0;0;0;0;13,89;4,4;31,68;35;14,6
5337;MASCARA TRESEMME 400G HIDRAT PROF;1;1;30,61;30,61;22,69;0;0;0;0;0;0;0;0;0;22,69;0;0;0;0;0;30,61;7,92;25,87;35;34,91
5338;CR TRAT PENTEAR VINI LADY 900G ABACATE E TAMAR;1;14;16,49;16,49;11,3745;,3356;2,9665;0;0;0;0;0;0;0;10,7394;0;0;0;0;0;16,49;5,7506;34,87;35;16,52
5339;CR TRAT PENTEAR VINI LADY 900G BRILHO INTENSO;1;9;16,49;16,49;10,6833;,33;2,9153;0;0;0;0;0;0;0;10,4535;0;0;0;0;0;16,49;6,0365;36,61;35;16,08
5340;CR TRAT PENTEAR VINI LADY 900G COCO;1;9;16,49;16,49;10,6817;,3358;2,9665;0;0;0;0;0;0;0;10,5162;0;0;0;0;0;16,49;5,9738;36,23;35;16,18
5343;CR TRAT PENTEAR VINI LADY 900G LISO INTENSO;1;14;16,49;16,49;10,6817;,329;2,9061;0;0;0;0;0;0;0;10,4455;0;0;0;0;0;16,49;6,0445;36,66;35;16,07
5346;CR TRAT PENTEAR VINI LADY 900G PRETO ABSOLUTO;1;10;16,49;16,49;10,6817;,3315;2,9282;0;0;0;0;0;0;0;10,4352;0;0;0;0;0;16,49;6,0548;36,72;35;16,05
5347;CR TRAT PENTEAR VINI LADY 900G REPARACAO TOTAL;1;14;16,49;16,49;10,6833;,3358;2,9667;0;0;0;0;0;0;0;10,5826;0;0;0;0;0;16,49;5,9074;35,82;35;16,28
5352;CREAM CHEESE PRESIDENT 150G TRAD;1;7;12,39;12,39;7,14;0;0;0;0;,8575;0;0;0;0;6,2268;17;0;0;17;2,1063;10,2837;4,0569;32,74;32;12,21
5353;CREAM CHEESE PRESIDENT 150G LIGHT;1;9;12,39;12,39;7,14;0;0;0;0;,8575;0;0;0;0;6,2189;17;0;0;17;2,1063;10,2837;4,0648;32,81;32;12,19
5355;CREME BARBA BOZZANO 65G ALOE VERA;1;14;13,06;13,06;10;0;0;0;0;0;0;0;0;0;8,5646;0;0;0;0;0;13,06;4,4954;34,42;35;13,18
5356;CREME BARBA BOZZANO 65G MENTOLADO;1;2;13,06;13,06;9,9412;0;0;0;0;0;0;0;0;0;9,85;0;0;0;0;0;13,06;3,21;24,58;35;15,15
5357;CREME BARBA BOZZANO 65G PELE SENS;1;2;13,06;13,06;9,98;0;0;0;0;0;0;0;0;0;9,9781;0;0;0;0;0;13,06;3,0819;23,6;35;15,35
5359;CREME CUPUACU MARE 1L;1;1;29,25;29,25;17,85;0;0;0;0;0;0;0;0;0;17,85;17;1,65;7,6;26,25;7,6781;21,5719;3,7219;12,72;25;36,62
5365;CREME HIDR CLOY 200G CORPORAL VITAMINA B;1;2;14,29;14,29;10;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;14,29;4,29;30,02;30;14,29
5366;CREME HIDR CLOY 200G CORPORAL VITAMINA C;1;6;14,29;14,29;10;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;14,29;4,29;30,02;30;14,29
5367;CREME MASSAGEM DAGUA 650G NEUTRO;1;7;59,82;59,82;41,607;0;0;0;0;0;0;0;0;0;41,607;0;0;0;0;0;59,82;18,213;30,45;35;64,01
5368;CREME PANTENE 170G 3 MINUTOS HIDRATACAO;1;10;30,75;30,75;24,8718;0;0;0;0;0;0;0;0;0;23,8862;0;0;0;0;0;30,75;6,8638;22,32;28;33,18
5370;CREME PANTENE 170G 3 MINUTOS NUT UMECTANTE;1;9;30,75;30,75;25,2842;0;0;0;0;0;0;0;0;0;24,5217;0;0;0;0;0;30,75;6,2283;20,25;28;34,06
5371;CREME PANTENE 170G 3 MINUTOS RESTAURACAO;1;9;30,75;30,75;25,2133;0;0;0;0;0;0;0;0;0;24,27;0;0;0;0;0;30,75;6,48;21,07;28;33,71
5372;CREME PREV HIPOGLOS 40G AMENDOAS;1;1;29,4;29,4;17,83;0;0;0;0;0;0;0;0;0;17,83;0;0;0;0;0;29,4;11,57;39,35;38;28,76
5375;CREME RICOTA PRESIDENT 200G LIGHT;1;9;9,99;9,99;5,9;0;0;0;0;,7083;0;0;0;0;5,1804;17;0;0;17;1,6983;8,2917;3,1113;31,14;32;10,16
5376;CREME RICOTA SANTA CLARA 200G C ERVAS;1;7;12,99;12,99;6,76;0;0;0;0;,8108;0;0;0;0;5,9571;17;0;0;17;2,2083;10,7817;4,8246;37,14;32;11,68
5377;CREME RICOTA SANTA CLARA 200G TRADICIONAL;1;7;12,99;12,99;6,76;0;0;0;0;,8108;0;0;0;0;5,9282;17;0;0;17;2,2083;10,7817;4,8535;37,36;32;11,62
5378;CREME RICOTA PRESIDENT 200G TRAD;1;10;9,99;9,99;5,9;0;0;0;0;,7083;0;0;0;0;4,7936;17;0;0;17;1,6983;8,2917;3,4981;35,02;32;9,4
5382;CREME TRAT ELSEVE 300G LONGO DOS SONHO;1;6;42,99;42,99;27,6917;0;0;0;0;0;0;0;0;0;27,6916;0;0;0;0;0;42,99;15,2984;35,59;35;42,6
5383;CREME TRAT ELSEVE 300G GLYCOLIC GLOSS;1;6;42,99;42,99;27,6967;0;0;0;0;0;0;0;0;0;27,6942;0;0;0;0;0;42,99;15,2958;35,58;35;42,61
5384;CREME TRAT ELSEVE 300G HIALURONICO;1;6;42,99;42,99;28,5392;0;0;0;0;0;0;0;0;0;27,9829;0;0;0;0;0;42,99;15,0071;34,91;35;43,05
5389;CREME TRAT ELSEVE 300G RT5 REPARACAO;1;7;42,99;42,99;28,0017;0;0;0;0;0;0;0;0;0;27,8101;0;0;0;0;0;42,99;15,1799;35,31;35;42,78
5393;CREME TRAT PANTENE 550ML COLAGENO;1;9;49,71;49,71;30,9544;0;0;0;0;0;0;0;0;0;29,5066;0;0;0;0;0;49,71;20,2034;40,64;31;42,76
5394;CREME PENT SEDA 1KG SUPER HIDRAT;1;9;31,31;31,31;22,3913;0;0;0;0;0;0;0;0;0;22,3102;0;0;0;0;0;31,31;8,9998;28,74;30;31,87
5395;CREME VINI LADY 100G MAOS UNHA;1;2;20,25;20,25;12,25;0;0;0;0;0;0;0;0;0;12,248;0;0;0;0;0;20,25;8,002;39,52;35;18,84
5396;CREME VINI LADY 100G RESSECADO;1;9;21,39;21,39;14,2139;1,3057;3,8578;0;0;0;0;0;0;0;13,5228;0;0;0;0;0;21,39;7,8672;36,78;35;20,8
5405;CURATIVO BAND AID 40UN TRANS;1;10;20,19;20,19;10,88;0;0;0;0;0;,1792;,8247;0;0;10,1769;0;1,65;7,6;9,25;1,8676;18,3224;8,1455;40,34;42;20,88
5407;IOG PETIT DANONINHO DANONE 320G MORANGO;1;9;14,99;14,99;8,04;0;0;,0327;0;,9639;0;0;0;0;7,0264;17;0;0;17;2,5483;12,4417;5,4153;36,13;32;13,78
5408;IOG PETIT DANONINHO DANONE 320G MULTI;1;10;14,99;14,99;8,04;0;0;,0328;0;,965;0;0;0;0;7,0002;17;0;0;17;2,5483;12,4417;5,4415;36,3;32;13,73
5410;IOG PRA LEVAR DANONINHO DANONE 70G MORANGO;1;10;5,49;5,49;2,8305;0;0;,0082;0;,3397;0;0;0;0;2,4104;17;0;0;17;,9333;4,5567;2,1463;39,09;32;4,73
5413;DESENG CIF 450ML DOYP;1;9;17,49;17,49;8,3709;0;0;0;0;1,0046;,1215;,5599;0;0;7,0863;17;1,65;7,6;26,25;4,5911;12,8989;5,8126;33,23;30;16,2
5414;DESENG CIF 500ML DERRETE GORDURA;1;5;26,49;26,49;15,35;0;0;0;0;1,8421;,2229;1,0267;0;0;10,3477;17;1,65;7,6;26,25;6,9536;19,5364;9,1887;34,69;30;23,65
5415;DESENG CIF 500ML GATILHO 35 DESC;1;1;17,99;17,99;8,94;0;0;0;0;0;0;0;0;0;8,94;17;1,65;7,6;26,25;4,7224;13,2676;4,3276;24,06;30;20,43
5416;DESENG CIF 500ML GATILHO ULT RAP;1;2;23,49;23,49;12,64;0;0;0;0;1,5175;,1833;,845;0;0;10,0983;17;1,65;7,6;26,25;6,1661;17,3239;7,2256;30,76;30;23,08
5418;DESENG CIF 500ML SPRAY ULTRA RAP;1;2;17,99;17,99;11,8997;0;0;0;0;1,2418;,1502;,692;0;0;10,0312;17;1,65;7,6;26,25;4,7224;13,2676;3,2364;17,99;30;22,93
5419;DESENG GIRANDO SOL 500ML SQUEEZE COZINHA;1;14;6,99;6,99;3,5273;,1146;0;0;0;,4233;,0512;,2359;0;0;2,9108;17;1,65;7,6;26,25;1,8349;5,1551;2,2443;32,11;30;6,65
5420;DESENG VEJA REF 400ML LIMAO;1;9;15,49;15,49;8,19;0;0;0;0;,9833;,1192;,5479;0;0;6,5766;17;1,65;7,6;26,25;4,0661;11,4239;4,8473;31,29;30;15,03
5421;DESENG VEJA REF 400ML LARANJA;1;2;15,49;15,49;8,19;0;0;0;0;,9833;,1192;,5475;0;0;6,2133;17;1,65;7,6;26,25;4,0661;11,4239;5,2106;33,64;30;14,2
5423;DESENG VEJA COZ 500ML AP 30PCT DESC LAVANDA;1;5;32,49;32,49;14,79;0;0;0;0;0;0;0;0;0;14,79;17;1,65;7,6;26,25;8,5286;23,9614;9,1714;28,23;30;33,81
5426;DESENG VEJA SQZ LV500PG400ML LAVANDA;1;10;17,99;17,99;9,09;0;0;0;0;1,0908;,1321;,6079;0;0;7,5562;17;1,65;7,6;26,25;4,7224;13,2676;5,7114;31,75;30;17,27
5427;DESENG VEJA SQZ LV500PG400ML LIMAO;1;13;17,99;17,99;8,89;0;0;0;0;,9481;,1148;,5285;0;0;7,7112;17;1,65;7,6;26,25;4,7224;13,2676;5,5564;30,89;30;17,63
5431;DESINF AQUAFAST HARMONIA 5L LAVANDA;1;10;24,99;24,99;14,4125;,7206;0;0;0;1,7296;,2095;,964;0;0;11,869;17;1,65;7,6;26,25;6,5599;18,4301;6,5611;26,26;25;24,35
5432;DESINF AQUAFAST HARMONIA 2L PAIXAO;1;10;10,49;10,49;5,3464;,1989;0;0;,3098;,4774;,0578;,2661;0;0;4,7871;17;1,65;7,6;26,25;2,7536;7,7364;2,9493;28,12;28;10,46
5433;DESINF AQUAFAST HARMONIA 5L PAIXAO;1;14;24,99;24,99;14,4125;,7205;0;0;,0068;1,7295;,2095;,964;0;0;12,4468;17;1,65;7,6;26,25;6,5599;18,4301;5,9833;23,94;25;25,53
5434;DESINF AQUAFAST HARMONIA 2L LAVANDA;1;14;10,49;10,49;5,8929;,2926;0;0;,0276;,7023;,085;,3914;0;0;4,8392;17;1,65;7,6;26,25;2,7536;7,7364;2,8972;27,62;28;10,58
5435;DESINF GIRANDO SOL 2L LAVANDA;1;14;10,99;10,99;5,9693;,2985;0;0;0;,7163;,0867;,3992;0;0;4,9543;17;1,65;7,6;26,25;2,8849;8,1051;3,1508;28,67;28;10,83
5436;DESINF GIRANDO SOL 2L LIMAO;1;10;10,99;10,99;5,5697;,1974;0;0;0;,4737;,0573;,264;0;0;4,7458;17;1,65;7,6;26,25;2,8849;8,1051;3,3593;30,57;28;10,37
5437;DESINF GIRANDO SOL 2L PINHO;1;10;10,99;10,99;5,4565;,2505;0;0;0;,6013;,0727;,3351;0;0;4,6393;17;1,65;7,6;26,25;2,8849;8,1051;3,4658;31,54;28;10,14
5438;DESINF GIRANDO SOL 2L TALCO;1;14;10,99;10,99;5,6579;,2745;0;0;0;,6588;,0797;,3671;0;0;4,7618;17;1,65;7,6;26,25;2,8849;8,1051;3,3433;30,42;28;10,41
5439;DESINF GIRANDO SOL 500ML EUCALIPTO;1;14;4,49;4,49;2,4076;,1204;0;0;0;,2889;,0349;,161;0;0;1,9619;17;1,65;7,6;26,25;1,1786;3,3114;1,3495;30,06;28;4,29
5440;DESINF GIRANDO SOL 500ML JASMIM;1;14;4,49;4,49;2,4001;,12;0;0;0;,288;,0348;,1605;0;0;1,9885;17;1,65;7,6;26,25;1,1786;3,3114;1,3229;29,46;28;4,35
5441;DESINF GIRANDO SOL 500ML LAVANDA;1;14;4,49;4,49;2,4198;,121;0;0;0;,2904;,0351;,1618;0;0;2,013;17;1,65;7,6;26,25;1,1786;3,3114;1,2984;28,92;28;4,4
5442;DESINF GIRANDO SOL 500ML LIMAO;1;10;4,49;4,49;2,4324;,118;0;0;0;,2833;,0344;,158;0;0;2,0059;17;1,65;7,6;26,25;1,1786;3,3114;1,3055;29,08;28;4,38
5443;DESINF GIRANDO SOL 500ML PINHO;1;14;4,49;4,49;2,435;,1218;0;0;0;,2922;,0354;,1629;0;0;2,0041;17;1,65;7,6;26,25;1,1786;3,3114;1,3073;29,12;28;4,38
5444;DESINF GIRANDO SOL 500ML TALCO;1;14;4,49;4,49;2,4446;,1222;0;0;0;,2934;,0355;,1635;0;0;2,0234;17;1,65;7,6;26,25;1,1786;3,3114;1,288;28,69;28;4,42
5447;DESINF LIQ HARPIC 500ML POWER PLUS;1;2;18,99;18,99;10,65;0;0;0;0;1,2767;,1533;,7133;0;0;8,9931;17;1,65;7,6;26,25;4,9849;14,0051;5,012;26,39;28;19,66
5448;DESINF LYSOFORM 1L CITRUS;1;8;18,49;18,49;10,4426;0;0;0;0;,6185;,0749;,3447;0;0;9,4529;17;1,65;7,6;26,25;4,8536;13,6364;4,1835;22,63;28;20,66
5449;DESINF LYSOFORM 1L LAVANDA;1;8;18,49;18,49;10,4699;0;0;0;0;1,198;,145;,6676;0;0;9,084;17;1,65;7,6;26,25;4,8536;13,6364;4,5524;24,62;28;19,86
5450;DESINF LYSOFORM 1L ORIGINAL;1;10;18,49;18,49;11,64;0;0;0;0;1,0771;,1304;,6004;0;0;10,2447;17;1,65;7,6;26,25;4,8536;13,6364;3,3917;18,34;28;22,39
5451;DESINF LYSOFORM 1L SUAVE;1;7;18,49;18,49;10,4733;0;0;0;0;1,2575;,1521;,7004;0;0;9,5745;17;1,65;7,6;26,25;4,8536;13,6364;4,0619;21,97;28;20,93
5452;DESINF LYSOFORM 2L ORIGINAL;1;7;30,49;30,49;23,0142;0;0;0;0;2,1209;,2525;1,162;0;0;16,6552;17;1,65;7,6;26,25;8,0036;22,4864;5,8312;19,12;28;36,4
5455;DESINF LYSOFORM 360ML ORIGINAL;1;6;36,99;36,99;21,0554;0;0;0;0;2,5267;,3058;1,4083;0;0;17,4777;17;1,65;7,6;26,25;9,7099;27,2801;9,8024;26,5;28;38,2
5456;DESINF LYSOFORM 500ML AP ORIGINAL;1;2;20,49;20,49;12,7125;0;0;0;0;1,5258;,1846;,85;0;0;10,1813;17;1,65;7,6;26,25;5,3786;15,1114;4,9301;24,06;28;22,25
5458;DESINF LYSOFORM 500ML ORIGINAL;1;8;11,99;11,99;7,6379;0;0;0;0;,6622;,0801;,3691;0;0;6,703;17;1,65;7,6;26,25;3,1474;8,8426;2,1396;17,85;28;14,65
5459;DESINF LYSOFORM 500ML SUAVE;1;7;11,99;11,99;6,6744;0;0;0;0;,7333;,0889;,4085;0;0;5,6258;17;1,65;7,6;26,25;3,1474;8,8426;3,2168;26,83;28;12,3
5470;DESINF PINHO SOL 1L LAVANDA;1;8;16,99;16,99;9,5211;0;0;0;0;1,1425;,1382;,6368;0;0;7,5466;17;1,65;7,6;26,25;4,4599;12,5301;4,9835;29,33;28;16,5
5471;DESINF PINHO SOL 1L LIMAO;1;8;16,99;16,99;9,35;0;0;0;0;1,122;,1357;,6253;0;0;7,5228;17;1,65;7,6;26,25;4,4599;12,5301;5,0073;29,47;28;16,44
5472;DESINF PINHO SOL 1L TRAD;1;9;16,99;16,99;9,35;0;0;0;0;1,122;,1357;,6253;0;0;7,4667;17;1,65;7,6;26,25;4,4599;12,5301;5,0634;29,8;28;16,32
5474;DESINF PINHO SOL 500ML LAVANDA;1;10;11,99;11,99;6,68;0;0;0;0;,7819;,0946;,4358;0;0;5,676;17;1,65;7,6;26,25;3,1474;8,8426;3,1666;26,41;28;12,41
5475;DESINF PINHO SOL 500ML CITRUS LIMAO;1;10;11,99;11,99;6,68;0;0;0;0;,8016;,097;,4468;0;0;5,4326;17;1,65;7,6;26,25;3,1474;8,8426;3,41;28,44;28;11,87
5476;DESINF PINHO SOL 500ML PINHO;1;14;11,99;11,99;6,68;0;0;0;0;,7442;,09;,4147;0;0;5,4898;17;1,65;7,6;26,25;3,1474;8,8426;3,3528;27,96;28;12
5477;DESINF PINHO SOL 900ML ORIGINAL;1;1;16,99;16,99;9,31;0;0;0;0;0;0;0;0;0;9,31;17;1,65;7,6;26,25;4,4599;12,5301;3,2201;18,95;28;20,35
5479;DESINF PINHO SOL L500 P450ML ORIGINAL;1;1;9,49;9,49;5,41;0;0;0;0;0;0;0;0;0;5,41;17;1,65;7,6;26,25;2,4911;6,9989;1,5889;16,74;28;11,83
5484;DESINF VIM 700ML CLORO GEL ADITIV FLORAL;1;2;19,99;19,99;10,929;0;0;0;0;1,2925;,1564;,7203;0;0;8,7524;17;1,65;7,6;26,25;5,2474;14,7426;5,9902;29,97;28;19,13
5485;DESINF VIM 700ML CLORO GEL ADITIV LAVANDA;1;5;19,99;19,99;10,95;0;0;0;0;1,3139;,159;,7322;0;0;9,2768;17;1,65;7,6;26,25;5,2474;14,7426;5,4658;27,34;28;20,28
5486;DESINF VIM 700ML CLORO GEL ADITIV ORIGINAL;1;8;19,99;19,99;10,9289;0;0;0;0;1,3116;,1587;,7308;0;0;8,8969;17;1,65;7,6;26,25;5,2474;14,7426;5,8457;29,24;28;19,45
5487;DESINF YPE 2L BAK EUCALIPTO;1;10;13,99;13,99;6,2579;,2875;0;0;0;,69;,0835;,3845;0;0;5,4688;17;1,65;7,6;26,25;3,6724;10,3176;4,8488;34,66;28;11,95
5488;DESINF YPE 2L BAK FLORAL;1;14;13,99;13,99;6,3788;,2773;0;0;0;,6656;,0805;,371;0;0;5,6996;17;1,65;7,6;26,25;3,6724;10,3176;4,618;33,01;28;12,46
5489;DESINF YPE 2L BAK LAVANDA;1;14;13,99;13,99;6,2926;,3092;0;0;0;,7421;,0898;,4136;0;0;5,5875;17;1,65;7,6;26,25;3,6724;10,3176;4,7301;33,81;28;12,21
5491;DESINF YPE 500ML BAK LAVANDA;1;14;4,49;4,49;1,925;,0863;0;0;0;,207;,025;,1154;0;0;1,6894;17;1,65;7,6;26,25;1,1786;3,3114;1,622;36,12;28;3,69
5492;DESINF YPE 500ML PINHO TRADICAO;1;14;8,99;8,99;3,91;,1077;0;0;0;,2586;,0313;,1441;0;0;3,4703;17;1,65;7,6;26,25;2,3599;6,6301;3,1598;35,15;28;7,59
5493;DESINF YPE 520G CLORO GEL TIRA LIMO;1;9;15,49;15,49;6,66;,1747;0;0;0;,645;,0781;,3595;0;0;6,1876;17;1,65;7,6;26,25;4,0661;11,4239;5,2363;33,8;30;14,14
5496;DESOD AERO ABOVE EXTR 72H 150ML BLACK;1;14;9,69;9,69;6,8663;,2196;1,7325;0;0;0;0;0;0;0;6,7968;0;0;0;0;0;9,69;2,8932;29,86;30;9,71
