"Código Produto";"Produto";"CGO";"Quantidade";"Valor Bruto";"Valor Liquido"
"5435";"DESINF GIRANDO SOL 2L LAVANDA";"810";"2,000";"18,78";"18,78"
"5436";"DESINF GIRANDO SOL 2L LIMAO";"800";"138,000";"1.332,82";"1.332,82"
"5437";"DESINF GIRANDO SOL 2L PINHO";"800";"134,000";"1.287,76";"1.287,76"
"5438";"DESINF GIRANDO SOL 2L TALCO";"800";"210,000";"2.005,40";"2.005,40"
"5439";"DESINF GIRANDO SOL 500ML EUCALIPTO";"800";"281,000";"1.085,69";"1.059,89"
"5440";"DESINF GIRANDO SOL 500ML JASMIM";"800";"355,000";"1.395,95";"1.335,15"
"5441";"DESINF GIRANDO SOL 500ML LAVANDA";"800";"566,000";"2.181,34";"2.131,24"
"5442";"DESINF GIRANDO SOL 500ML LIMAO";"800";"216,000";"836,74";"821,14"
"5443";"DESINF GIRANDO SOL 500ML PINHO";"800";"351,000";"1.368,19";"1.331,19"
"5444";"DESINF GIRANDO SOL 500ML TALCO";"800";"352,000";"1.363,88";"1.334,18"
"9242";"DESINF GIRANDO SOL 5L EUCALIPTO";"800";"26,000";"582,31";"582,31"
"36203";"DESINF GIRANDO SOL 5L LAVANDA";"800";"85,000";"1.943,14";"1.943,14"
"17170";"DESINF GIRANDO SOL 5L TRAD PINHO";"800";"41,000";"937,83";"937,83"
"17171";"DESINF GIRANDO SOL 5L TRAD TCO";"800";"31,000";"707,36";"707,36"
"17173";"DESINF GOTA LIMPA 2L FLORAL";"800";"449,000";"4.318,91";"4.200,11"
"17175";"DESINF GOTA LIMPA 2L LAVANDA";"800";"801,000";"7.791,39";"7.466,19"
"17176";"DESINF GOTA LIMPA 2L LIMAO";"800";"258,000";"2.488,62";"2.384,22"
"17177";"DESINF GOTA LIMPA 2L PINHO";"800";"486,000";"4.679,94";"4.466,34"
"17178";"DESINF GOTA LIMPA 500ML EUCALIPTO";"800";"231,000";"875,49";"875,49"
"17179";"DESINF GOTA LIMPA 500ML FLORAL";"800";"465,000";"1.762,35";"1.762,35"
"17181";"DESINF GOTA LIMPA 500ML LAVANDA";"800";"261,000";"989,19";"989,19"
"17182";"DESINF GOTA LIMPA 500ML LIMAO";"800";"185,000";"701,15";"701,15"
"17183";"DESINF GOTA LIMPA 500ML PINHO";"800";"363,000";"1.375,77";"1.375,77"
"17184";"DESINF GOTA LIMPA 500ML TALCO";"800";"98,000";"371,42";"371,42"
"17185";"DESINF GOTA LIMPA 5L EUCALIPTO";"800";"275,000";"4.696,25";"4.632,55"
"17186";"DESINF GOTA LIMPA 5L LAVANDA";"800";"279,000";"4.764,11";"4.677,01"
"17187";"DESINF GOTA LIMPA 5L PINHO";"800";"254,000";"4.353,96";"4.265,56"
"17188";"DESINF HARPIC 200ML CLORO FORTE";"800";"25,000";"212,71";"212,71"
"5445";"DESINF HARPIC 500ML CLORO FORTE";"800";"21,000";"384,16";"384,16"
"17189";"DESINF HARPIC LIQ 500ML LAVANDA";"800";"2,000";"48,80";"48,80"
"17190";"DESINF IMPERIAL 5L LAVANDA";"800";"81,000";"963,90";"963,90"
"17191";"DESINF IMPERIAL 5L PINHO";"800";"185,000";"2.201,50";"2.201,50"
"17191";"DESINF IMPERIAL 5L PINHO";"810";"1,000";"11,90";"11,90"
"5447";"DESINF LIQ HARPIC 500ML POWER PLUS";"800";"4,000";"71,96";"71,96"
"5448";"DESINF LYSOFORM 1L CITRUS";"800";"15,000";"286,67";"286,67"
"5449";"DESINF LYSOFORM 1L LAVANDA";"800";"32,000";"630,43";"630,43"
"5450";"DESINF LYSOFORM 1L ORIGINAL";"800";"51,000";"987,60";"987,60"
"5451";"DESINF LYSOFORM 1L SUAVE";"800";"9,000";"170,91";"170,91"
"5452";"DESINF LYSOFORM 2L ORIGINAL";"800";"7,000";"198,95";"198,95"
"5455";"DESINF LYSOFORM 360ML ORIGINAL";"800";"5,000";"229,95";"229,95"
"5456";"DESINF LYSOFORM 500ML AP ORIGINAL";"800";"6,000";"116,94";"116,94"
"5458";"DESINF LYSOFORM 500ML ORIGINAL";"800";"25,000";"264,75";"264,75"
"5459";"DESINF LYSOFORM 500ML SUAVE";"800";"14,000";"150,08";"150,08"
"38142";"DESINF PATO CLORO GEL ESPUMA 500ML CITRUS";"800";"1,000";"19,50";"19,50"
"9092";"DESINF PATO CLORO GEL ESPUMA 500ML MARINE";"800";"5,000";"92,50";"92,50"
"17197";"DESINF PATO GERMINEX 750ML FLOR";"800";"5,000";"129,95";"129,95"
"17198";"DESINF PATO GERMINEX 750ML FRU";"800";"5,000";"129,95";"129,95"
"17200";"DESINF PATO GERMINEX 750ML MARINE PROMO";"800";"30,000";"749,70";"741,70"
"17201";"DESINF PINHO SOL 1 75L LAVANDA";"800";"35,000";"916,10";"916,10"
"17203";"DESINF PINHO SOL 1 75L LIMAO";"800";"76,000";"2.024,40";"2.024,40"
"17204";"DESINF PINHO SOL 1 75L ORIG";"800";"70,000";"1.840,20";"1.840,20"
"33459";"DESINF PINHO SOL 1L FLORAL";"800";"4,000";"78,00";"78,00"
"5470";"DESINF PINHO SOL 1L LAVANDA";"800";"83,000";"1.576,77";"1.576,77"
"5471";"DESINF PINHO SOL 1L LIMAO";"800";"46,000";"828,78";"828,78"
"5472";"DESINF PINHO SOL 1L TRAD";"800";"122,000";"2.166,15";"2.166,15"
"5475";"DESINF PINHO SOL 500ML CITRUS LIMAO";"800";"68,000";"801,72";"801,72"
"5474";"DESINF PINHO SOL 500ML LAVANDA";"800";"62,000";"730,98";"730,98"
"5476";"DESINF PINHO SOL 500ML PINHO";"800";"145,000";"1.709,55";"1.709,55"
"5478";"DESINF PINHO SOL L500 P450ML CITRUS LAVANDA";"800";"7,000";"62,93";"62,93"
"17212";"DESINF SANOL 2L CITRONELA";"800";"6,000";"44,34";"44,34"
"17213";"DESINF SANOL 2L FLORAL";"800";"2,000";"14,78";"14,78"
"17219";"DESINF VEJA POWER ACTION 1L LAVANDA";"800";"1,000";"18,59";"18,59"
"17220";"DESINF VEJA POWER ACTION 500ML PINHO";"800";"9,000";"110,61";"108,71"
"17221";"DESINF VEJA POWER ACTION 500ML SQ LAVANDA";"800";"5,000";"61,45";"61,45"
"5484";"DESINF VIM 700ML CLORO GEL ADITIV FLORAL";"800";"9,000";"161,10";"161,10"
"5485";"DESINF VIM 700ML CLORO GEL ADITIV LAVANDA";"800";"17,000";"308,30";"308,30"
"5486";"DESINF VIM 700ML CLORO GEL ADITIV ORIGINAL";"800";"31,000";"584,90";"584,90"
"5487";"DESINF YPE 2L BAK EUCALIPTO";"800";"34,000";"472,26";"472,26"
"5488";"DESINF YPE 2L BAK FLORAL";"800";"79,000";"1.097,31";"1.097,31"
"5489";"DESINF YPE 2L BAK LAVANDA";"800";"135,000";"1.875,15";"1.875,15"
"5491";"DESINF YPE 500ML BAK LAVANDA";"800";"155,000";"649,45";"649,45"
"5492";"DESINF YPE 500ML PINHO TRADICAO";"800";"174,000";"1.494,66";"1.494,66"
"5493";"DESINF YPE 520G CLORO GEL TIRA LIMO";"800";"26,000";"394,94";"394,94"
"9290";"DESINF YPE BAK 1L EUCALIPTO";"800";"36,000";"276,84";"276,84"
"9291";"DESINF YPE BAK 1L FLORAL";"800";"150,000";"1.153,50";"1.153,50"
"9292";"DESINF YPE BAK 1L LAVANDA";"800";"137,000";"1.053,53";"1.053,53"
"9287";"DESINF YPE BAK 500ML EUCALIPTO BAK";"800";"203,000";"850,57";"850,57"
"9288";"DESINF YPE BAK 500ML FLORAL BAK";"800";"136,000";"569,84";"569,84"
"9293";"DESINF YPE BAK 500ML TURQUESA";"800";"144,000";"603,36";"603,36"
"17159";"DESINFETANTE AQUAFAST 1L MARINE";"800";"115,000";"948,45";"948,45"
"17192";"DESINFETANTE LYSOFORM 500ML LAVANDA";"800";"27,000";"317,30";"317,30"
"37431";"DESINFETANTE SUPREMA EUCALIPITO 5L";"800";"112,000";"1.890,88";"1.890,88"
"37432";"DESINFETANTE SUPREMA LAVANDA 5L";"800";"217,000";"3.674,83";"3.674,83"
"33374";"DESO AERO AXE 200ML APO VET E MANDA";"800";"1.198,000";"13.166,02";"13.166,02"
"33373";"DESO AERO AXE 200ML BLACK ALE E CED";"800";"562,000";"6.176,38";"6.176,38"
"17240";"DESOD AERO ABOVE 100ML BLACK S MARINE";"800";"4,000";"26,36";"26,36"
"17228";"DESOD AERO ABOVE 150 ML MEN CARBON";"800";"7,000";"69,23";"69,23"
"17233";"DESOD AERO ABOVE 150 ML SEM PERFUME DE";"800";"3,000";"30,89";"30,89"
"17237";"DESOD AERO ABOVE 150 ML WOMEN INVISIBL";"800";"3,000";"29,67";"29,67"
"17226";"DESOD AERO ABOVE 150ML CREAM WOMEN 72H";"800";"26,000";"225,94";"225,94"
"5499";"DESOD AERO ABOVE 150ML MEN SPORT ENERG";"800";"27,000";"240,03";"240,03"
"5500";"DESOD AERO ABOVE 150ML SEM PERFUME";"800";"46,000";"344,54";"344,54"
"5502";"DESOD AERO ABOVE 150ML WOMEN CANDY";"800";"68,000";"604,52";"604,52"
"17236";"DESOD AERO ABOVE 150ML WOMEN DOLCE VIT";"800";"47,000";"408,43";"408,43"
"5503";"DESOD AERO ABOVE 150ML WOMEN FRESH";"800";"21,000";"186,69";"186,69"
"17238";"DESOD AERO ABOVE 150ML WOMEN LADY";"800";"32,000";"284,48";"284,48"
"5504";"DESOD AERO ABOVE 150ML WOMEN SPORT ENE";"800";"22,000";"195,58";"195,58"
"34372";"DESOD AERO ABOVE 250ML MAX FLASH";"800";"207,000";"2.005,83";"2.005,83"
"34371";"DESOD AERO ABOVE 250ML MAX SAVAGE";"800";"9,000";"87,21";"87,21"
"17242";"DESOD AERO ABOVE 250ML MAXX CANDY PROM";"800";"111,000";"1.075,59";"1.075,59"
"17243";"DESOD AERO ABOVE 250ML MAXX ELEMENT PR";"800";"8,000";"77,52";"77,52"
"17245";"DESOD AERO ABOVE 250ML MAXX SPORT PROM";"800";"57,000";"552,33";"552,33"
"17246";"DESOD AERO ABOVE 250ML WOMEN DOLCE VIT";"800";"54,000";"523,26";"523,26"
"5496";"DESOD AERO ABOVE EXTR 72H 150ML BLACK";"800";"23,000";"222,87";"222,87"
"5497";"DESOD AERO ABOVE EXTR 72H 150ML INVISIBLE";"800";"31,000";"300,39";"300,39"
"17227";"DESOD AERO ABOVE EXTR 72H 150ML MOVEMENT";"800";"7,000";"67,83";"67,83"
"5501";"DESOD AERO ABOVE EXTR 72H 150ML SPORT";"800";"27,000";"261,63";"261,63"
"17224";"DESOD AERO ABOVE EXTREME 72H 200ML BLACK";"800";"35,000";"374,15";"374,15"
"5505";"DESOD AERO AXE 150ML 96G BLACK";"800";"3,000";"35,97";"35,97"
"5509";"DESOD AERO AXE 152ML 90G MARINE";"800";"761,000";"9.310,59";"9.306,59"
"5510";"DESOD AERO AXE 152ML 90G MUSK";"800";"573,000";"7.018,10";"7.014,10"
"5494";"DESOD AERO AXE 152ML 90G URBAN 48H";"800";"16,000";"192,75";"192,75"
"5513";"DESOD AERO AXE BS 150ML 96G DARK TEMPTATION";"800";"713,000";"8.690,20";"8.684,38"
"5512";"DESOD AERO AXE BS 150ML APOLLO";"800";"1,000";"11,99";"11,99"
"5514";"DESOD AERO BOM AR 360ML ALEGRIA";"800";"26,000";"573,18";"573,18"
"5515";"DESOD AERO BOM AR 360ML FLOR ALGODAO";"800";"31,000";"705,70";"705,70"
"5516";"DESOD AERO BOM AR 360ML JASMIM PEONIA";"800";"27,000";"599,87";"599,87"
"5517";"DESOD AERO BOM AR 360ML LAVANDA ECONO";"800";"46,000";"1.025,63";"1.025,63"
"5518";"DESOD AERO BOM AR 360ML LIMAO SICILIANO";"800";"29,000";"654,51";"654,51"
"5519";"DESOD AERO BOM AR 360ML TALCO ECONO";"800";"22,000";"496,65";"496,65"
"17248";"DESOD AERO BOZZANO 200ML ANTI DRY";"800";"9,000";"116,01";"116,01"
"17249";"DESOD AERO BOZZANO 200ML EXTREME SPORT";"800";"12,000";"154,68";"154,68"
"5521";"DESOD AERO BOZZANO 90G ANTIBAC FRESH";"800";"136,000";"1.655,97";"1.655,97"
"5522";"DESOD AERO BOZZANO 90G DRY";"800";"199,000";"2.447,11";"2.443,71"
"5524";"DESOD AERO BOZZANO 90G EXTREME";"800";"175,000";"2.152,58";"2.152,58"
"5525";"DESOD AERO BOZZANO 90G INVISIBLE";"800";"59,000";"745,31";"745,31"
"5526";"DESOD AERO BOZZANO 90G POWER PROTECT";"800";"182,000";"2.225,26";"2.225,26"
"5531";"DESOD AERO DOVE 87G 150ML AMORA";"800";"91,000";"2.074,90";"1.720,90"
"5532";"DESOD AERO DOVE 87G 150ML BEAUTY FINISH";"800";"138,000";"3.274,20";"2.573,20"
"5534";"DESOD AERO DOVE 89G 150ML CUIDADO TTL";"800";"63,000";"1.278,55";"1.194,24"
"5535";"DESOD AERO DOVE 89G 150ML INVIS FRESH MEN";"800";"39,000";"857,30";"738,45"
"5536";"DESOD AERO DOVE 89G 150ML INVISIBLE DRY";"800";"156,000";"3.280,77";"2.878,30"
"5537";"DESOD AERO DOVE 89G 150ML INVISIBLE MEN";"800";"142,000";"3.212,15";"2.865,44"
"5538";"DESOD AERO DOVE 89G 150ML ORIGINAL";"800";"301,000";"6.665,78";"5.715,63"
"5539";"DESOD AERO DOVE 89G 150ML ROMA E VERBENA";"800";"128,000";"2.665,20";"2.413,20"
"5540";"DESOD AERO DOVE 89G 150ML S PERFUME";"800";"64,000";"1.335,81";"1.256,68"
"30258";"DESOD AERO DOVE 89G MAN EXTRA FRES";"800";"36,000";"876,66";"723,30"
"37774";"DESOD AERO DOVE FIFA ENERGY 150ML";"800";"61,000";"1.256,13";"1.107,79"
"34987";"DESOD AERO DOVE GO 150ML PEPINO";"800";"40,000";"971,60";"708,12"
"5544";"DESOD AERO GLADE 360ML EMB ECONOMIC AGUA";"800";"73,000";"1.528,32";"1.493,13"
"5545";"DESOD AERO GLADE 360ML EMB ECONOMIC BRISA CITRICA";"800";"37,000";"771,20";"747,74"
"5546";"DESOD AERO GLADE 360ML EMB ECONOMIC FRUTAS E FLORE";"800";"91,000";"1.899,06";"1.863,87"
"5547";"DESOD AERO GLADE 360ML EMB ECONOMIC LAVANDA";"800";"180,000";"3.859,89";"3.707,40"
"5548";"DESOD AERO GLADE 360ML EMB ECONOMIC LEMBR DE INFAN";"800";"100,000";"2.115,71";"2.049,15"
"5549";"DESOD AERO GLADE 360ML EMB ECONOMIC TOQUE DE MACIE";"800";"101,000";"2.141,52";"2.090,69"
"17255";"DESOD AERO MONANGE 200ML EXT OLIV";"800";"4,000";"51,56";"51,56"
"35206";"DESOD AERO MONANGE 200ML FLOR LAVANDA";"800";"2,000";"27,78";"27,78"
"5550";"DESOD AERO MONANGE 90G EXTRATO OLIVA";"800";"400,000";"4.934,21";"4.934,21"
"5551";"DESOD AERO MONANGE 90G FLOR DE LAVANDA";"800";"300,000";"3.624,59";"3.624,59"
"5552";"DESOD AERO MONANGE 90G FRUTAS VERMELHA";"800";"221,000";"2.736,67";"2.734,77"
"5553";"DESOD AERO MONANGE 90G INVISIVEL";"800";"271,000";"3.305,03";"3.305,03"
"5556";"DESOD AERO NIVEA 150ML CARVAO ATIV BEAT";"800";"3,000";"50,37";"50,37"
"5557";"DESOD AERO NIVEA 150ML CARVAO ATIV ORIGINAL";"800";"50,000";"856,15";"856,15"
"5565";"DESOD AERO NIVEA 90G DRY IMPACT";"800";"81,000";"1.394,40";"1.394,40"
"5567";"DESOD AERO NIVEA 93G PROTECT CARE";"800";"57,000";"969,24";"969,24"
"5572";"DESOD AERO NIVEA 97G BLACK WHITE CLEAR";"800";"42,000";"739,59";"739,59"
"5573";"DESOD AERO NIVEA 97G BLACK WHITE POWER";"800";"2,000";"33,58";"33,58"
"5574";"DESOD AERO OLD SPICE 124G LENHA";"800";"21,000";"519,74";"519,74"
"5575";"DESOD AERO OLD SPICE 124G MAR PROFUNDO";"800";"26,000";"662,83";"662,83"
"5576";"DESOD AERO OLD SPICE 124G VIP";"800";"6,000";"149,36";"149,36"
"5578";"DESOD AERO OLD SPICE 93G LENHA";"800";"23,000";"425,19";"425,19"
"5579";"DESOD AERO OLD SPICE 93G MAR PROFUNDO";"800";"30,000";"587,90";"587,90"
"5580";"DESOD AERO OLD SPICE 93G MATADOR";"800";"36,000";"693,65";"693,65"
"5581";"DESOD AERO OLD SPICE 93G PEGADOR";"800";"41,000";"797,70";"797,70"
"5582";"DESOD AERO OLD SPICE 93G VIP";"800";"28,000";"545,37";"545,37"
"5601";"DESOD AERO REXONA 150ML 89G ERVA DOCE";"800";"106,000";"2.002,56";"1.839,48"
"5599";"DESOD AERO REXONA 150ML 90G ACT EMOTION";"800";"145,000";"2.669,50";"2.371,92"
"5583";"DESOD AERO REXONA 150ML 90G BAMBOO";"800";"127,000";"2.290,52";"2.149,00"
"5584";"DESOD AERO REXONA 150ML 90G COTTON";"800";"154,000";"2.887,42";"2.584,75"
"5585";"DESOD AERO REXONA 150ML 90G FRUTAS VERM";"800";"182,000";"3.471,17";"3.031,58"
"5602";"DESOD AERO REXONA 150ML 90G MEN ACTIVE";"800";"233,000";"4.333,88";"3.996,47"
"5586";"DESOD AERO REXONA 150ML 90G MEN ANT INVI";"800";"151,000";"2.694,12";"2.409,35"
"5587";"DESOD AERO REXONA 150ML 90G MEN ANTIBAC";"800";"82,000";"1.531,12";"1.317,24"
"5588";"DESOD AERO REXONA 150ML 90G MEN IMPACT";"800";"121,000";"2.180,95";"1.996,43"
"5589";"DESOD AERO REXONA 150ML 90G MEN INVISIBLE";"800";"231,000";"4.393,51";"4.041,65"
"5592";"DESOD AERO REXONA 150ML 90G POWDER DRY";"800";"356,000";"6.592,18";"6.109,42"
"5593";"DESOD AERO REXONA 150ML 90G S PERFUME";"800";"112,000";"2.093,30";"1.918,60"
"5595";"DESOD AERO REXONA 150ML 90G V8";"800";"364,000";"6.827,56";"6.268,56"
"5596";"DESOD AERO REXONA 150ML 90G WOMEN ANTI INVI";"800";"55,000";"1.036,92";"954,39"
"5597";"DESOD AERO REXONA 150ML 90G WOMEN INVISIBLI";"800";"121,000";"2.280,57";"2.075,69"
"5598";"DESOD AERO REXONA 150ML 90G XTRACOL MEN";"800";"98,000";"1.724,89";"1.557,28"
"33958";"DESOD AERO REXONA 150ML MEN PROT INT";"800";"8,000";"102,32";"102,32"
"5618";"DESOD AERO REXONA 91G CLINICAL CLASSIC";"800";"61,000";"1.185,13";"1.146,14"
"5619";"DESOD AERO REXONA 91G CLINICAL CLEAN";"800";"10,000";"201,27";"196,27"
"5623";"DESOD AERO REXONA 91G CLINICAL S PERFUME";"800";"170,000";"3.331,20";"3.312,66"
"5624";"DESOD AERO REXONA 91G CLINICAL SPO";"800";"84,000";"1.632,83";"1.622,65"
"17270";"DESOD CR DI HELLEN 55G FEM";"800";"60,000";"623,40";"623,40"
"17271";"DESOD CR DI HELLEN 55G MASC";"800";"100,000";"1.039,00";"1.039,00"
"33219";"DESOD CR DOVE 50ML PREV ESCURECIM";"800";"82,000";"1.222,46";"1.222,46"
"33220";"DESOD CR DOVE 50ML PREV IRRITACAO";"800";"73,000";"1.114,21";"1.114,21"
"33221";"DESOD CR DOVE 50ML REPARA DIARIA";"800";"65,000";"969,31";"969,31"
"5634";"DESOD CREME ABOVE 50G CANDY";"800";"167,000";"883,43";"883,43"
"17262";"DESOD CREME ABOVE 50G ELEMENTS OCEAN";"800";"105,000";"555,45";"555,45"
"17263";"DESOD CREME ABOVE 50G SPORT";"800";"76,000";"402,04";"402,04"
"17264";"DESOD CREME ABOVE 50G SPORT ENE WOMEN";"800";"92,000";"486,68";"486,68"
"5635";"DESOD CREME ABOVE 50G SPORT ENERG MEN";"800";"179,000";"946,91";"946,91"
"35687";"DESOD CREME SECRET CLEAR COTT 45G GEL";"800";"16,000";"563,04";"563,04"
"5637";"DESOD GLADE 12ML AP TOQ FRESC PROMO LAVANDA";"800";"3,000";"101,97";"101,97"
"5638";"DESOD GLADE 12ML AP TOQ FRESC PROMO LEMB INFANCIA";"800";"1,000";"31,99";"31,99"
"5641";"DESOD GLADE 12ML RF TOQ FRESCOR LAVANDA";"800";"4,000";"97,00";"97,00"
"5643";"DESOD GLADE 24ML RF TOQ FRE 50%DESC ";"800";"24,000";"855,43";"855,43"
"5644";"DESOD GLADE 269ML AUTM AP 3EM1 LAVANDA";"800";"3,000";"191,37";"191,37"
"5645";"DESOD GLADE 269ML AUTM AP 3EM1 TOQUE MACIEZ";"800";"1,000";"75,99";"75,99"
"5646";"DESOD GLADE 269ML AUTM RF BRISA CITRICA";"800";"7,000";"307,93";"307,93"
"5650";"DESOD GLADE 269ML AUTM RF LAVANDA VANILLA";"800";"14,000";"615,86";"615,86"
"5649";"DESOD GLADE269ML AUTM RF OFERTA ESP FRUTAS FLORES";"800";"3,000";"131,97";"131,97"
"5651";"DESOD GLADE269ML AUTM RF OFERTA ESP TOQUE MACIEZ";"800";"10,000";"465,00";"465,00"
"33667";"DESOD REXONA 45G STICK V8";"800";"9,000";"251,91";"251,91"
"17275";"DESOD ROLLON ABOVE 80ML S PERFUME";"800";"61,000";"359,29";"359,29"
"17272";"DESOD ROLLON ABOVE CREAM ORIG 50ML";"800";"61,000";"359,29";"359,29"
"17273";"DESOD ROLLON ABOVE DERMACLINIC 50ML MEN";"800";"36,000";"215,64";"215,64"
"17274";"DESOD ROLLON ABOVE DERMACLINIC 50ML WOMEN";"800";"113,000";"676,87";"676,87"
"9265";"DESOD ROLLON ABOVE SPORT ENERG 50ML MEN";"800";"135,000";"862,65";"862,65"
"9266";"DESOD ROLLON ABOVE SPORT ENERG 50ML WOMEN";"800";"151,000";"964,89";"964,89"
"17277";"DESOD ROLLON AMAZONIA 55ML BAMBOO";"800";"42,000";"322,58";"322,58"
"17278";"DESOD ROLLON AMAZONIA 55ML FLOWERS";"800";"17,000";"127,33";"127,33"
"17279";"DESOD ROLLON AMAZONIA 55ML FOR MEN";"800";"5,000";"38,65";"38,65"
"17280";"DESOD ROLLON AMAZONIA 55ML FOR MEN";"800";"49,000";"367,01";"367,01"
"17281";"DESOD ROLLON AMAZONIA 55ML POWER MEN";"800";"72,000";"568,08";"568,08"
"17282";"DESOD ROLLON AMAZONIA 55ML S PERF";"800";"29,000";"224,81";"224,81"
"17283";"DESOD ROLLON AMAZONIA 55ML SUMMER";"800";"40,000";"308,80";"308,80"
"17285";"DESOD ROLLON DI HELLEN 55ML FEM";"800";"30,000";"401,70";"401,70"
"17286";"DESOD ROLLON DI HELLEN 55ML MASC EXTREME";"800";"36,000";"482,04";"482,04"
"17289";"DESOD ROLLON DI HELLEN 55ML UNISSEX";"800";"22,000";"294,58";"294,58"
"17290";"DESOD ROLLON DOVE 50ML";"800";"3,000";"38,07";"38,07"
"17291";"DESOD ROLLON DOVE 50ML CLEAN COMFORT";"800";"20,000";"253,80";"253,80"
"17292";"DESOD ROLLON DOVE 50ML INVISIBLE DRY";"800";"49,000";"621,81";"621,81"
"17293";"DESOD ROLLON DOVE 50ML MAN INVISIBL D";"800";"53,000";"672,57";"672,57"
"17294";"DESOD ROLLON DOVE 50ML ROMA VERBENA";"800";"221,000";"2.804,49";"2.804,49"
"5653";"DESOD ROLLON NIVEA 50ML FM IN B W CLEAR";"800";"230,000";"2.731,58";"2.731,58"
"5654";"DESOD ROLLON NIVEA 50ML M INV B/W POWER";"800";"175,000";"2.058,22";"2.058,22"
"17305";"DESOD ROLLON REXONA 50ML ACT EMOT";"800";"113,000";"1.078,07";"1.078,07"
"17306";"DESOD ROLLON REXONA 50ML ACTIVE";"800";"7,000";"65,73";"65,73"
"17309";"DESOD ROLLON REXONA 50ML F POWDER";"800";"309,000";"2.947,51";"2.947,51"
"17311";"DESOD ROLLON REXONA 50ML INVISIBLE";"800";"388,000";"3.744,32";"3.744,32"
"17313";"DESOD ROLLON REXONA 50ML MEN ANTIBAC";"800";"49,000";"466,11";"466,11"
"17315";"DESOD ROLLON REXONA 50ML V8";"800";"43,000";"408,77";"408,77"
"17316";"DESOD ROLLON REXONA 50ML WOMEN ANT INV";"800";"310,000";"3.098,48";"3.098,48"
"17317";"DESOD ROLLON REXONA 50ML XTRA COOL";"800";"338,000";"3.232,82";"3.232,82"
"5661";"DESOD ROLLON VINI LADY 50G FEMME";"800";"56,000";"581,84";"581,84"
"5663";"DESOD ROLLON VINI LADY 50G SENSIVE";"800";"52,000";"540,28";"540,28"
"5664";"DESOD ROLLON VINI LADY 50G SPORT";"800";"25,000";"259,75";"259,75"
"6211";"DESOD SANIT ADES GOTA LIMPA 41G 7D CITRONELA";"800";"33,000";"590,37";"590,37"
"9587";"DESOD SANIT ADES GOTA LIMPA 41G 7D EUCALIPTO";"800";"85,000";"1.520,65";"1.520,65"
"6212";"DESOD SANIT ADES GOTA LIMPA 41G 7D FRESH";"800";"64,000";"1.144,96";"1.144,96"
"6210";"DESOD SANIT ADES GOTA LIMPA 41G 7D LAVANDA";"800";"89,000";"1.592,21";"1.592,21"
"9588";"DESOD SANIT ADES GOTA LIMPA 41G 7D MARINE";"800";"94,000";"1.681,66";"1.681,66"
"9983";"DESOD SANIT GOTA LIMPA 25G EUCALIPTO";"800";"766,000";"2.213,74";"2.213,74"
"9984";"DESOD SANIT GOTA LIMPA 25G FLORAL";"800";"413,000";"1.193,57";"1.193,57"
"9985";"DESOD SANIT GOTA LIMPA 25G LAVANDA";"800";"676,000";"1.953,64";"1.953,64"
"9986";"DESOD SANIT GOTA LIMPA 25G MARINE";"800";"401,000";"1.158,89";"1.158,89"
"33875";"DESOD STICK REXONA 45G ACTIVE DRY";"800";"27,000";"701,73";"701,73"
"33876";"DESOD STICK REXONA 45G POWDER DRY";"800";"50,000";"1.299,50";"1.299,50"
"33874";"DESOD STICK REXONA 45G TROPICAL CITRUS";"800";"18,000";"467,82";"467,82"
"5665";"DESOD VINI LADY 45G CREME FEMME";"800";"61,000";"633,79";"633,79"
"5666";"DESOD VINI LADY 45G CREME SPORT";"800";"26,000";"270,14";"270,14"
"17318";"DESODORANTE ANTI PULGAS MATACURA 200ML";"800";"1,000";"36,90";"36,90"
"17319";"DESVIADOR COMPLETO MANG 1 75M ";"800";"4,000";"103,60";"103,60"
"17320";"DET LIQ APYCE LIMP TOT 3L ROSA";"800";"376,000";"6.012,24";"6.012,24"
"17321";"DET LIQ APYCE MULTIACAO 3L AZUL";"800";"513,000";"8.202,87";"8.202,87"
"36264";"DET LIQ APYCE SUPER ACAO SH 800ML";"800";"988,000";"6.906,12";"6.906,12"
"17322";"DET LIQ APYCE SUPERAC SH 800ML";"800";"12,000";"75,48";"75,48"
"17324";"DET LIQ AQUAFAST 1L MULTIACAO";"800";"97,000";"1.269,85";"1.269,85"
"17323";"DET LIQ AQUAFAST 1L TRADICIONAL";"800";"102,000";"1.345,28";"1.345,28"
"17325";"DET LIQ AQUAFAST 2L FL BCAS E BAUN";"800";"8,000";"191,92";"191,92"
"17326";"DET LIQ AQUAFAST 3L FLORES BCAS";"800";"86,000";"2.539,74";"2.539,74"
"17327";"DET LIQ AQUAFAST 3L GLICERINA";"800";"95,000";"2.792,52";"2.792,52"
"36266";"DET LIQ AQUAFAST LAV RAP CLEAN 1 5L";"800";"81,000";"1.999,89";"1.999,89"
"36721";"DET LIQ AQUAFAST LAV RAP FRESH 1 5L";"800";"85,000";"2.098,65";"2.098,65"
"17328";"DET LIQ AQUAFAST NEUTRO 5L";"800";"113,000";"2.808,90";"2.808,90"
"17336";"DET LIQ ATRIUS 5L GLICA";"800";"874,000";"17.034,26";"17.034,26"
"17337";"DET LIQ ATRIUS 5L PREMIUM";"800";"996,000";"19.412,04";"19.412,04"
