CODIGO_PRODUTO;DESCRICAO_PRODUTO;QTD_INCINERADA;CODIGO_FORNECEDOR;FORNECEDOR
2765;FAROFA MANDIOCA DOBA 250G TEMPERADA CALABRESA;1;4621;PRODUTOS DE MANDIOCA SAO PAULO LTDA
6865;LIMP M USO VEJA 10DESC500ML OR AZUL;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
6916;LIMP PES VEJA LV500PG400ML ORIGINAL;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
1216;BALA SIMONETTO 600G CHOCOLATE;1;6279;SIMONETTO ALIMENTOS LTDA
3400;BARRA CEREAL RITTER 25G BAN AVEIA MEL;1;5666;RITTER ALIMENTOS S.A.
1694;MARSHMALLOWS FOFS 220G PRINCESS;1;7493;FLORESTAL ALIMENTOS S.A.
7834;DET PO GOTA LIMPA 4KG EQUILIBRIO;1;14468;BERTOLINI INDUSTRIA QUIMICA LTDA
4170;AMAC CONC FOFO 500ML CHEIROSISSIMO V;1;17017;ZAFFALON E CIA LTDA
3910;ABS C ABAS S LIVRE LV PG 32UN NOTUR;1;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A
5339;CR TRAT PENTEAR VINI LADY 900G BRILHO INTENSO;1;6857;SGM INDUSTRIA DE COSMETICOS LTDA
7811;SABAO PO BRILHANTE 2 2KG LIMPEZA TOTAL;1;17017;ZAFFALON E CIA LTDA
5305;CR PENT SEDA 300ML JUNTINHOS CACHOS;1;17017;ZAFFALON E CIA LTDA
2678;PAST AMEND ST ANTONIO 450G CHOC BCO;1;9694;D.S.A.INDUSTRIA E COMERCIO LTDA
3342;SALG ONDA CHEETOS 160G REQUEIJAO;1;10124;PEPSICO DO BRASIL LTDA
15733;CERA LIQ GIRANDO SOL 750ML VERM;1;10334;IND COM PROD LIMP GIRANDO SOL LTDA
17422;DET PO TIXAN YPE MACIEZ CT 400G;1;4434;QUIMICA AMPARO LTDA.
8276;SHAMPOO PALMOLIVE 350ML NEUTRO;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
2536;DOCE DIFRUTTI 1 010KG GOIABA;1;12457;INDUSTRIA MIRIAM LTDA
2478;DOCE DIFRUTTI 400G PESSEGO;1;12457;INDUSTRIA MIRIAM LTDA
3017;BEBIDA NESTLE 280ML ALPINO FAST;1;15134;NESTLE BRASIL LTDA
3341;SALG LUA CHEETOS 143G PARMESAO;1;10124;PEPSICO DO BRASIL LTDA
3156;SALG ELMA CHIPS STIKSY 76G;1;10124;PEPSICO DO BRASIL LTDA
1494;CHOC LOLLO NESTLE FLOWPACK 114G;1;15134;NESTLE BRASIL LTDA
35166;DESENG CIF RF 450ML DERRETE GORD;1;17017;ZAFFALON E CIA LTDA
4174;AMAC CONC FOFO LV500 PG400ML AZUL TUDAO;1;17017;ZAFFALON E CIA LTDA
5597;DESOD AERO REXONA 150ML 90G WOMEN INVISIBLI;1;17017;ZAFFALON E CIA LTDA
1624;BOLO BAUDUCCO DUO 27G CHOC;1;15497;PANDURATA ALIMENTOS LTDA
2484;KETCHUP ODERICH SH 200G;1;15520;CONSERVAS ODERICH SA
805;KETCHUP ODERICH SH 7G C 140 UN;1;15520;CONSERVAS ODERICH SA
21029;MOLHO BARBECUE C WHISKY FUGINI 180G;1;15561;FUGINI ALIMENTOS LTDA
3883;ABS ALWAYS 8UN BASICO P SUAVE C ABAS;1;6644;ONIZ DISTRIBUID LTDA SCJ
18814;FRALDA PAMPERS SUPERSEQUINHA C 60 G;1;6644;ONIZ DISTRIBUID LTDA SCJ
5011;COND PALMOLIVE 350ML NEUTRO;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
8143;SH ANTI CASPA PALMOLIVE 350ML CLASSICO;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
7946;SABON PALMOLIVE NATURALS 150G LEITE ROSA;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
5222;CR DEN COLGATE TT12 90G ADVAN FRESH;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
2730;MOLHO ALHO TRISANTI 225G CREMOSO;1;16989;SANTI INDUSTRIA E COMERCIO LTDA
1298;CHOC BARRA NESTLE SUFLAIR DUO 80G;1;15134;NESTLE BRASIL LTDA
3014;BEBIDA NESTLE 270ML NESCAU;1;15134;NESTLE BRASIL LTDA
948;AZEIT OLIV COCINERO EXT VG 250ML;1;11411;CAMIL ALIMENTOS S/A
8313;SH PANTENE 510ML BIOTINAMINA;1;6644;ONIZ DISTRIBUID LTDA SCJ
7922;SABONETE LUX 85G BUQUE D JASMIM;1;17017;ZAFFALON E CIA LTDA
1206;BALA GOMA FINI GELATINA 250G URSINHOS;1;12104;SANCHEZ CANO LTDA
33871;REFRE HAPPY TP 200ML ABACAXI;1;10224;COOP VITIVINICOLA ALIANCA LTDA
15957;CHOC FERRERO ROCHER C 8;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
2826;MASSA C OVOS STA FELICIDADE 500G PENNE;1;16963;GERMANI ALIMENTOS LTDA
2265;CAPSULA DOLCE GUSTO 170G C10 NESCAU;1;15134;NESTLE BRASIL LTDA
2024;CAFE VACUO STARBUCKS 250G COLOMBIA;1;15134;NESTLE BRASIL LTDA
15780;CESTINHA PLASUTIL EMPILHAVEL BAIXA G;1;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA
35083;COPO METALIZADO 500ML MICKEY;1;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA
19315;COT HASTES FLEX COTTONBABY PT 100UN;1;6567;HIGIE-PLUS INDUSTRIA E COM.LTDA
18815;FRALDA PAMPERS SUPERSEQUINHA C 68 M;1;6644;ONIZ DISTRIBUID LTDA SCJ
8408;SH VINI LADY 325ML PRETO ABSOLUTO;1;6857;SGM INDUSTRIA DE COSMETICOS LTDA
8407;SH VINI LADY 325ML ONDAS E CACHOS;1;6857;SGM INDUSTRIA DE COSMETICOS LTDA
6243;GEL VINI LADY 220G FIXADOR AZUL;1;6857;SGM INDUSTRIA DE COSMETICOS LTDA
5254;CR DENTAL CLOSE UP 100G LIQUIFRESH RED HOT;1;17017;ZAFFALON E CIA LTDA
109;CERV BRAHMA CHOPP GF 1L CHOPP;1;9638;CRBS AS CDD PELOTAS
12391;AMACIANTE AQUAFAST 1L SED VERM;1;3947;AQUAFAST PROD LIMPEZA/HIGIENE LTDA
36203;DESINF GIRANDO SOL 5L LAVANDA;1;10334;IND COM PROD LIMP GIRANDO SOL LTDA
7833;SABAO PO GIRANDO SOL 800G ROSA;1;10334;IND COM PROD LIMP GIRANDO SOL LTDA
6874;LIMP M USO YPE 500ML CLASSICO;1;4434;QUIMICA AMPARO LTDA.
17371;DET LIQ TIXAN YPE POUCH 900ML PRIMAVERA;1;4434;QUIMICA AMPARO LTDA.
2319;ATUM EM PEDACOS NAUTIQUE 170G OLEO;1;4083;SMG INDUSTRIAL LTDA
6877;LIMP M USO YPE 500ML TIRA MANCHAS;1;4434;QUIMICA AMPARO LTDA.
5952;ESM RISQUE 8ML FIA 6554 LAVANDAALMA;1;5894;UNIDASUL DISTRIBUIDORA ALIMENTICIA S/A
2585;DOCE LEITE MU MU PT 350G CHOC;1;6703;VONPAR ALIMENTOS S.A
1175;BISC COOKIE NESFIT CACAU AVELA 60G;1;15134;NESTLE BRASIL LTDA
2067;CAFE SOL NESCAFE GOLD LT 100G SUAVE;1;15134;NESTLE BRASIL LTDA
3022;CEREAL MAT NESTLE SH 120G MOCA FLAKES;1;15134;NESTLE BRASIL LTDA
2064;CAFE SOL NESCAFE GOLD LT 100G EQUILIBRADO;1;15134;NESTLE BRASIL LTDA
2108;CAFE SOL NESCAFE SH 40G MATINAL SUAVE;1;15134;NESTLE BRASIL LTDA
17156;DESINF APYCE 2L JASMIM;1;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A
5418;DESENG CIF 500ML SPRAY ULTRA RAP;1;17017;ZAFFALON E CIA LTDA
6741;LAVA ROUPA UAU 3L ACTIVE;1;3266;NILO TOZZO DISTRIBUIDORA LTDA
1023;TEMP COMPLETO KITANO 1KG ALHO E SAL;1;3528;FABIANO ZAFFALON E CIA.
3486;TEMP ERVA DOCE TOP FEST 12G;1;12518;MAURICE MARTINS SORIA
31742;OVO CHOC LACTA 20 DIAMANTE NEGRO 300G;1;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
136;CERV HEINEKEN PILSEN GF 600ML;1;14469;CARLOS CANCIAN E CIA LTDA
111;CERV GLACIAL PILSEN GF 1L;1;14469;CARLOS CANCIAN E CIA LTDA
6928;LIMP UAU 500ML FLORES DO SONHO;1;3266;NILO TOZZO DISTRIBUIDORA LTDA
37434;REMOVEDOR MULTIUSO SUPREMA TRAD 1L;1;22168;SOBEL INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA LTDA
8834;ALVEJ VANISH S CLORO MULTIUSO 500ML;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
33649;SAB LIQ MADE IN BRAZIL 1L CEREJA;1;17027;SUPERAUTO PRODUTOS AUTOMOTIVOS LTDA
4116;ALVEJ Q BOA 1L C DETERG;1;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A
20161;LIMP VIDROS ZAVASKI AP 500ML;1;13663;IND E COM DE SABAO ZAVASKI LTDA
8269;SHAMPOO PALMOLIVE 350ML ILUMINADOR PRET;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
16844;CR DEN COLGATE T ACAO XTRA 120G WHITE;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
5010;COND PALMOLIVE 350ML MACIEZ PROLONGA;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
3471;TEMP CANELA CASCA KITANO 8G;1;3528;FABIANO ZAFFALON E CIA.
5763;ENX BUC PLAX COLGATE LV750 PG500ML ODOR CONTROL;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
1726;MARSHMALLOW FINI 250G PIPOCA;1;12104;SANCHEZ CANO LTDA
2379;DUETO OLE LT 170G ERVILHA MILHO;1;7715;ANGELO AURICCHIO & CIA LTDA
839;ERVILHA OLE LT 1 7KG;1;7715;ANGELO AURICCHIO & CIA LTDA
1242;CHOC BARRA NEUGEBAUER 80G BCO;1;6703;VONPAR ALIMENTOS S.A
7201;ALVEJ MULTI USO VANISH 1 5L SEM CLORO;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
6914;LIMP PES VEJA 20PCTO DESC 1L ORIGINAL;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
9233;CR TRAT VINI LADY SC 700G LISO INTENSO;1;6857;SGM INDUSTRIA DE COSMETICOS LTDA
5395;CREME VINI LADY 100G MAOS UNHA;1;11250;DARTORA & IRMAO LTDA
3222;SALG BATATA RUFFLES 115G CHURRASCO;1;10124;PEPSICO DO BRASIL LTDA
3867;SALG PALITINHO COROA 75G;1;16963;GERMANI ALIMENTOS LTDA
6873;LIMP M USO YPE 500ML C/ALCOOL;1;4434;QUIMICA AMPARO LTDA.
2433;POPCORN YOKI 100G NATURAL C SAL;1;3528;FABIANO ZAFFALON E CIA.
2911;ACHOC LIQ ITALAC 200ML;1;3075;GOIASMINAS INDUSTRIA DE LATICINIOS LTDA
3391;CALDO GALINHA MAGGI 114G;1;15134;NESTLE BRASIL LTDA
13303;BISC COOKIE NESTLE 60G CHARGE;1;15134;NESTLE BRASIL LTDA
31743;OVO CHOC LACTA 22 FAVORITOS 540G;1;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
3235;SALG LAYS LISA 115G CLASSICA;1;10124;PEPSICO DO BRASIL LTDA
3262;SALG ELMA CHIPS 91G CEBOLITOS;1;10124;PEPSICO DO BRASIL LTDA
1300;CHOC NESTLE CHOKITO FLOWPACK 114G;1;15134;NESTLE BRASIL LTDA
35694;LIMP CIF CREMOSO 450M LIMP MILAGROSA;1;17017;ZAFFALON E CIA LTDA
34594;LIMP CIF BANHEIRO SQUEEZE 500ML;1;17017;ZAFFALON E CIA LTDA
5618;DESOD AERO REXONA 91G CLINICAL CLASSIC;1;17017;ZAFFALON E CIA LTDA
7851;SABAO PO OMO 800G LAV PERFEITA;1;17017;ZAFFALON E CIA LTDA
1636;TORRADA VISCONTI 120G TRAD;1;15497;PANDURATA ALIMENTOS LTDA
1644;TORRADA BAUDUCCO 142G MULTIGRAOS;1;15497;PANDURATA ALIMENTOS LTDA
1500;BISC ISABELA TORTINHAS 140G LIMAO;1;7995;M DIAS BRANCO S.A IND E COM DE ALIMENTOS
3090;AMEND YOKI DESCASC 150G SALGADO;1;3528;FABIANO ZAFFALON E CIA.
2256;CEREJA ODERICH CALDA 100G;1;14671;CONSERVAS ODERICH SA
3304;PATE ODERICH LT 100G FRANGO;1;15520;CONSERVAS ODERICH SA
2391;FEIJOADA ODERICH 420G;1;15520;CONSERVAS ODERICH SA
22691;RAC CANISTER GATO PEIXE VEGETAIS 1K;1;13063;DALI PET DIST ALIM E ACESS PEQ ANIM LTDA
17326;DET LIQ AQUAFAST 3L FLORES BCAS;1;3947;AQUAFAST PROD LIMPEZA/HIGIENE LTDA
4220;AMAC YPE 5L ACONCHEGO;1;4434;QUIMICA AMPARO LTDA.
15658;CD MONANGE 325ML DETOX TERAPIA;1;3266;NILO TOZZO DISTRIBUIDORA LTDA
35597;SERUM DOVE HIDRATANTE 110M;1;17017;ZAFFALON E CIA LTDA
6870;LIMP M USO VEJA 500ML POWER FUSION LARANJA;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
24336;SH NEUTROX 300ML SOL MAR PISC;1;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A
17160;DESINF AQUAFAST 2L CHA BRANCO;1;3947;AQUAFAST PROD LIMPEZA/HIGIENE LTDA
3466;TEMP AMACIANTE CARNE MAGGI 120G;1;15134;NESTLE BRASIL LTDA
5859;ESC DENTAL SORRISO TRIPLA LV3PG2;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
15555;CAP NESCAFE NESPRESSO COLOMBIA C 10;1;15134;NESTLE BRASIL LTDA
2430;SALSICHA PERITIF ODERICH 160G;1;15520;CONSERVAS ODERICH SA
150;VH ARBO TANNAT SC 750ML;1;5844;VINICOLA PERINI LTDA
3455;SOPAO MAGGI 150G GALINHA LEGUMES;1;15134;NESTLE BRASIL LTDA
3039;CEREAL MAT NESTLE CX 190G CORN FLAKES;1;15134;NESTLE BRASIL LTDA
2198;CAFE 3C DRIP SH 10G MATAS DE MINAS;1;8702;CAFE TRES CORACOES S.A
19985;LAVA AUTO CENTRALSUL HOT ROD 500ML;1;2763;CENTRALSUL IND E COM PROD QUIMICOS LTDA
1157;BALA FINI TUBES ARCO IRIS 80G;1;12104;SANCHEZ CANO LTDA
418;AGUARD TAIMBE PET 900ML;1;14065;MURARO & CIA LTDA
33425;CHOC BIBS STICKS 29G AMOR CARIOCA;1;6703;VONPAR ALIMENTOS S.A
2655;CREME NUTELLA FERRERO 140G;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
21680;PAPEL HIG ATUALLE 20M FLA DP 12UN;1;10190;MILI S/A
17191;DESINF IMPERIAL 5L PINHO;1;5695;SABAO IMPERIAL LTDA
33961;AMAC CONC AQUAFAST 1 5L BCO TERNURA;1;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A
3469;TEMP CANELA PO YOKI 8G;1;3528;FABIANO ZAFFALON E CIA.
21696;PAPEL HIG NESS FD 4UN DE 30M;1;18272;INDAIAL PAPEL EMBALAGENS LTDA
2032;CAFE SOL IGUACU CAPPUCCINO PT 200G CHOC;1;8702;CAFE TRES CORACOES S.A
5347;CR TRAT PENTEAR VINI LADY 900G REPARACAO TOTAL;1;6857;SGM INDUSTRIA DE COSMETICOS LTDA
21118;MOLHO TOM TARANTELLA PIZZA SH 1 7KG;1;15139;CARGIL AGRICOLA S A GOIANI
33373;DESO AERO AXE 200ML BLACK ALE E CED;1;17017;ZAFFALON E CIA LTDA
1978;TORRONE STO ANTONIO 25G WAFER;1;9694;D.S.A.INDUSTRIA E COMERCIO LTDA
1147;BALA ST ANTONIO BANANA 150G;1;9694;D.S.A.INDUSTRIA E COMERCIO LTDA
1980;TORRONE STO ANTONIO 90G AMENDOIM;1;9694;D.S.A.INDUSTRIA E COMERCIO LTDA
116;CERV SKOL 1L;1;9638;CRBS AS CDD PELOTAS
543;GATORADE 500ML MELANCIA MORANG;1;9638;CRBS AS CDD PELOTAS
288;CERV SKOL BEATS TROPICAL LN 269ML;1;9638;CRBS AS CDD PELOTAS
19378;INSET PROINSET SUPER ECONOMICO 750ML;1;8714;BASTON DO BRASIL PRODUTOS QUIMICO LTDA
4112;ALVEJ GIRANDO SOL 1L FLORAL;1;10334;IND COM PROD LIMP GIRANDO SOL LTDA
8043;SAPOLIO CREMOSO YPE 300ML ORIGINAL;1;4434;QUIMICA AMPARO LTDA.
2723;LEITE PO CCGL INTEGRAL SH 400G;1;12591;COOP CENTRAL GAUCHA LTDA
31825;IPAPEL HIG NEVE TOQUE SEDA 30M C 12;1;3527;FABIANO ZAFFALON E CIA LTDA
3173;SALG POPCORNERS 57G KETTLE CORN;1;10124;PEPSICO DO BRASIL LTDA
3354;SALG DORITOS 110G MOSTARDA HEINZ;1;10124;PEPSICO DO BRASIL LTDA
6828;AGUA SABORIZ H2OH 500ML LIMONETO;1;9638;CRBS AS CDD PELOTAS
287;CERV SKOL BEATS SENSES LN 269ML;1;9638;CRBS AS CDD PELOTAS
7875;SABONETE DOVE 90G ERVA DOCE;1;17017;ZAFFALON E CIA LTDA
6726;LAVA ROUPA OMO 900ML PURO CUI DOY;1;17017;ZAFFALON E CIA LTDA
33496;REFRE PO TANG 18G AZUL;1;10617;MENON COMERCIO E REPRESENTACOES LTDA
3541;TEMP CAMOMILA KITANO 10G;1;3528;FABIANO ZAFFALON E CIA.
802;KETCHUP ODERICH BD 3KG;1;15520;CONSERVAS ODERICH SA
15584;CAR BOVINA ODERICH 320G;1;15520;CONSERVAS ODERICH SA
2832;MAIONESE ODERICH 220G CASEIRA;1;15520;CONSERVAS ODERICH SA
22743;RAC SNOW DOG CORD PQ PORT 5K;1;13063;DALI PET DIST ALIM E ACESS PEQ ANIM LTDA
37829;PIRULITO BRUXOLITO 500G;1;10;SUPERMERCADO BAKLIZI LTDA
1696;MARSHMALLOWS FOFS 220G SHARK;1;7493;FLORESTAL ALIMENTOS S.A.
33439;FARINHA MANDIOCA DOBA TRAD 500G FINA;1;4621;PRODUTOS DE MANDIOCA SAO PAULO LTDA
8254;SH MONANGE 325ML CACHOS QUE TAL;1;3266;NILO TOZZO DISTRIBUIDORA LTDA
12417;AMAC GOTA LIMPA 2L FASCINIO;1;14468;BERTOLINI INDUSTRIA QUIMICA LTDA
17162;DESINF AQUAFAST 2L FLORIDO;1;3947;AQUAFAST PROD LIMPEZA/HIGIENE LTDA
37423;DESINF AQUAFAST 2L HARMONIA NAT;1;3947;AQUAFAST PROD LIMPEZA/HIGIENE LTDA
17173;DESINF GOTA LIMPA 2L FLORAL;1;14468;BERTOLINI INDUSTRIA QUIMICA LTDA
5002;COND PALMOLIVE 350ML BABOSA CACHOS;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
34850;GEL DENT SORRISO XTREME FRESH 120G;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
22020;PIRUL TOFFANO FUNNY POP FRU 600G;1;14838;TOFFANO PRODUTOS ALIMENTICIOS LTDA
3669;TEMP COMPLETO NEILAR 250G S PIMENTA;1;12447;NEILAR IND COM DE ALIMENTOS LTDA
24389;SILICONE DESTAQUE GEL 250G SPORT;1;2763;CENTRALSUL IND E COM PROD QUIMICOS LTDA
2385;LENTILHA BELLA DICA 400G;1;15165;COOP AGRICOLA MISTA NOVA PALMA LTDA
5519;DESOD AERO BOM AR 360ML TALCO ECONO;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
6871;LIMP M USO VEJA 500ML POWER FUSION LIMAO;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
5447;DESINF LIQ HARPIC 500ML POWER PLUS;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
4037;ALIM CAO SAPECA SUPRA 1KG ADULTO;1;13229;ALISUL ALIMENTOS SA
1387;BISC NESFIT INTEG 160G CACAU E CEREAIS;1;15134;NESTLE BRASIL LTDA
5602;DESOD AERO REXONA 150ML 90G MEN ACTIVE;1;17017;ZAFFALON E CIA LTDA
23414;SALG TORC PIM MEXICANA 100G;1;10124;PEPSICO DO BRASIL LTDA
7790;SABAO BARRA YPE 180G NATURAL;1;4434;QUIMICA AMPARO LTDA.
7970;SABONETE PROTEX 85G COMPLETE;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
1122;BALA DOCILE GELATINA 80G DENTES VAMPIRO;1;10648;DOCILE ALIMENTOS LTDA
3875;BOMBOM AMOR CARIOCA 200G BRANCO;1;6703;VONPAR ALIMENTOS S.A
2915;ACHOC LIQ NESCAU 180ML ZERO LACTOSE;1;15134;NESTLE BRASIL LTDA
2274;CAPSULA STARBUCKS 57G C 10 COLOMBIA;1;15134;NESTLE BRASIL LTDA
3000;AVEIA FLOCOS NESTLE 170G;1;15134;NESTLE BRASIL LTDA
1469;BISC RECH NESTLE BONO 90G DOCE DE LEITE;1;15134;NESTLE BRASIL LTDA
3376;CALDO MAGGI 57G BACON;1;15134;NESTLE BRASIL LTDA
21663;PAPEL HIG DOBLE FT FD 4 UN C 20M;1;11038;ASTORIA PAPEIS LTDA FILIAL
21662;PAPEL HIG DOBLE FD 4 UN C 50M;1;11038;ASTORIA PAPEIS LTDA FILIAL
35161;CERV SKOL BEATS GREEN LN 269ML MIX;1;9638;CRBS AS CDD PELOTAS
7872;SABONETE DOVE 90G PROTEGE CUIDA;1;17017;ZAFFALON E CIA LTDA
4210;AMAC GIRANDO SOL 5L ROSA;1;10334;IND COM PROD LIMP GIRANDO SOL LTDA
1671;WAFER BAUDUCCO 140G CHOC;1;15497;PANDURATA ALIMENTOS LTDA
21450;OVO CHOC LACTA 22 DN LAKA 494G;1;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
31752;OVO CHOC LACTA OURO BCO 359G;1;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
2390;FEIJAO BRANCO ODERICH LT 220G;1;15520;CONSERVAS ODERICH SA
1362;BISC CEREALE INTEG 170G CACAU AVEIA MEL;1;15497;PANDURATA ALIMENTOS LTDA
5440;DESINF GIRANDO SOL 500ML JASMIM;1;10334;IND COM PROD LIMP GIRANDO SOL LTDA
17325;DET LIQ AQUAFAST 2L FL BCAS E BAUN;1;3947;AQUAFAST PROD LIMPEZA/HIGIENE LTDA
6951;LIMPA VDO VIDREX 20PCT DESC 500ML C ALCOOL;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
1330;CHOC NESTLE DUO COOKIES 150G DUO COOKIE;1;15134;NESTLE BRASIL LTDA
2267;CAPSULA STARBUCKS 53G C 10 BLONDE ESPRESSO;1;15134;NESTLE BRASIL LTDA
5475;DESINF PINHO SOL 500ML CITRUS LIMAO;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
6070;FIO DENTAL COLGATE 50M MENTA;1;15318;PODAL IND E COM DE ALIMENTOS LTDA
1431;CHOC KIT KAT 41 5G DARK;1;15134;NESTLE BRASIL LTDA
20341;MAC INST NISSIN 85G BACON;1;6644;ONIZ DISTRIBUID LTDA SCJ
3676;TEMP COMPLETO ODERICH 300G C PIMENTA;1;14671;CONSERVAS ODERICH SA
1187;BALA FINI MARSH 250G RECH TORCAO;1;12104;SANCHEZ CANO LTDA
19;REFRE PO TRINK 15G ABACAXI;1;12257;PARATI IND.COM.DE ALIMENTOS LTDA
