SEQTITULO;NROEMPRESAMAE;CODESPECIE;TIPOESPECIE;NROBANCO;SEQAGENCIA;SEQDEPOSITARIO;NROEMPRESA;SEQGERENTE;SEQVENDEDOR;SEQPESSOA;VERSAOPESSOA;OBRIGDIREITO;NROTITULO;SERIETITULO;NROPARCELA;QTDPARCELA;NRODOCUMENTO;SERIEDOC;ORIGEMDOC;VLRORIGINAL;VLRNOMINAL;VLRPAGO;VLRTARIFA;VLRJUROMORA;PERJUROMORA;PERMULTA;VLRMULTA;DTAVENCIMENTO;TIPOVENCORIGINAL;DTAPROGRAMADA;DTAEMISSAO;DTAINCLUSAO;DTAQUITACAO;DTAMOVIMENTO;QTDCOBRANCA;PROVENIENCIA;ORDENACARGA;NROCARGA;DTACARGA;ACERTADACARGA;ABERTOQUITADO;SITUACAO;SITJURIDICA;OBSERVACAO;GEROUOCRATRASO;GEROUAGENDACOBR;VLRJUROSNEGOC;VLRMULTANEGOC;GERADOSCI;VLRDESCCOMERCIAL;DTAALTERACAO;USUALTERACAO;SEQPESSOANOTA;VERSAOPESSOANOTA;PAGCHEQUEVINC;LOTEPAGTO;PERCADMINISTRACAO;VLRADMINISTRACAO;IMPRIMIUFATURA;IMPRIMIUDUPLICATA;GERADOSCICANCEL;GEROUSERASA;IMPRIMIUBOLETO;LINKERP;NROALTDEPOSITARIO;SEQMOTORISTA;DTAVALNEGOCIACAO;USUNEGOCIACAO;DTANEGOCIACAO;DTAPROMESSANEGOC;USUCOBRANCA;APPORIGEM;GERADOPFIN;EXCLUIDOPFIN;GERANEGSCI;NROAUTELETRONICA;SEQGERACAOSCI;QTDCUPONS;TAXACUPOM;SEQTALAO;ULTSEQMODCARTCOBR;ULTIMAORDEMCARCOBR;DTABASECOBRANCA;DTAGERADOPEFIN;DTAEXCLUIDOPEFIN;DTAVENCIMENTOORIG;MOTIVOALTVENCTOORIG;NROGIFTCARD;NUMERONFSE;INDCONTROLASALDO;NRONSU;SEQEXPFLUXOCAIXA;SEQMOTIVOSUSPLIB;SUSPLIB;DTAALTERACAOSUSPLIB;USUALTERACAOSUSPLIB;IDSESSION;GERAESOCIAL;VLRTARCONVENIO;SEQIDENTIFICADOR;DTAHORAULTENVIOEMAIL;NROPROCIMPORTACAO;SERIENFSE
668056;3;DUPP;T;900;1;2;12;;;9851;0;O;20260101;IMP;1;1;20260101;IMP;INTE;1596,49;1596,49;0;0;0;0;0;0;2026-02-05-00.00.00.000000;P;2026-02-05-00.00.00.000000;2026-01-01-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;9851;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
668104;3;DUPP;T;900;1;2;3;;;901;2;O;20251110;IMP;1;1;20251110;IMP;INTE;1635;1635;0;0;0;0;0;0;2025-11-11-00.00.00.000000;P;2025-11-11-00.00.00.000000;2025-11-10-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;901;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
668107;3;DUPP;T;900;1;2;7;;;901;2;O;20251110;IMP;1;1;20251110;IMP;INTE;1635;1635;0;0;0;0;0;0;2025-11-11-00.00.00.000000;P;2025-11-11-00.00.00.000000;2025-11-10-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;901;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
668116;3;DUPP;T;900;1;2;13;;;21155;0;O;42;IMP;1;1;42;6;INTE;1637;1637;0;0;0;0;0;0;2026-02-07-00.00.00.000000;P;2026-02-09-00.00.00.000000;2026-01-08-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;21155;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
668326;3;DUPP;T;900;1;2;3;;;4216;0;O;3;IMP;1;1;3;0;INTE;3000;3000;0;0;0;0;0;0;2026-01-30-00.00.00.000000;P;2026-01-30-00.00.00.000000;2026-01-27-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;4216;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
668470;3;DUPP;T;900;1;2;3;;;13854;0;O;20260114;IMP;1;1;20260114;IMP;INTE;3171,16;3171,16;0;0;0;0;0;0;2026-02-05-00.00.00.000000;P;2026-02-05-00.00.00.000000;2026-01-14-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;13854;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
668533;3;DUPP;T;900;1;2;12;;;5410;0;O;20260128;IMP;1;1;20260128;IMP;INTE;3224;3224;0;0;0;0;0;0;2026-01-28-00.00.00.000000;V;2026-01-28-00.00.00.000000;2026-01-28-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;5410;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
668584;3;DUPP;T;900;1;2;18;;;901;2;O;20251110;IMP;1;1;20251110;IMP;INTE;3270;3270;0;0;0;0;0;0;2025-11-11-00.00.00.000000;P;2025-11-11-00.00.00.000000;2025-11-10-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;901;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
668596;3;DUPP;T;900;1;2;11;;;21599;0;O;240110001;IMP;1;1;240110001;26;INTE;3286;3286;3286;0;0;0;0;0;2026-02-24-00.00.00.000000;P;2026-02-24-00.00.00.000000;2026-01-24-00.00.00.000000;2026-02-10-00.00.00.000000;2026-02-24-00.00.00.000000;2026-01-31-00.00.00.000000;0;S;;;;;Q;X;N;chave pix cnpj :62534028/0001-66;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;21599;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-11-00.00.00.000000;E;;;;;11938;;;;;;;;;;;
668707;3;DUPP;T;900;1;2;900;;;901;2;O;20251110;IMP;1;1;20251110;IMP;INTE;3367,7;3367,7;0;0;0;0;0;0;2025-11-11-00.00.00.000000;P;2025-11-11-00.00.00.000000;2025-11-10-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;901;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
669028;3;DUPP;T;900;1;2;16;;;11043;0;O;20260114;IMP;1;1;20260114;IMP;INTE;3694,91;3694,91;0;0;0;0;0;0;2026-03-12-00.00.00.000000;P;2026-03-12-00.00.00.000000;2026-01-14-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;11043;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
669067;3;DUPP;T;900;1;2;901;;;21263;1;O;3590;IMP;1;1;3590;0;INTE;3750;3750;0;0;0;0;0;0;2025-10-13-00.00.00.000000;P;2025-10-13-00.00.00.000000;2025-08-27-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;21263;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
669109;3;DUPP;T;900;1;2;12;;;21155;0;O;284;IMP;1;1;284;6;INTE;3825;3825;0;0;0;0;0;0;2026-02-25-00.00.00.000000;P;2026-02-25-00.00.00.000000;2026-01-25-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;21155;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
669115;3;DUPP;T;900;1;2;11;;;5410;0;O;20260127;IMP;1;1;20260127;IMP;INTE;3848;3848;0;0;0;0;0;0;2026-01-27-00.00.00.000000;V;2026-01-27-00.00.00.000000;2026-01-27-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;5410;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
669157;3;DUPP;T;900;1;2;15;;;901;2;O;20251110;IMP;1;1;20251110;IMP;INTE;2000;2000;0;0;0;0;0;0;2025-11-11-00.00.00.000000;P;2025-11-11-00.00.00.000000;2025-11-10-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;901;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
669196;3;DUPP;T;900;1;2;3;;;11339;0;O;20260129;IMP;1;1;20260129;IMP;INTE;2027,42;2027,42;0;0;0;0;0;0;2026-01-29-00.00.00.000000;V;2026-01-29-00.00.00.000000;2026-01-29-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;11339;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
669334;3;DUPP;T;900;1;2;18;;;21155;0;O;305;IMP;1;1;305;6;INTE;2100;2100;0;0;0;0;0;0;2026-02-25-00.00.00.000000;P;2026-02-25-00.00.00.000000;2026-01-25-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;21155;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
669400;3;DUPP;T;900;1;2;2;;;21263;1;O;4143;IMP;4;1;4143;1;INTE;2160;2160;0;0;0;0;0;0;2026-02-25-00.00.00.000000;P;2026-02-25-00.00.00.000000;2025-10-28-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;21263;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
669433;3;DUPP;T;900;1;2;13;;;21155;0;O;304;IMP;1;1;304;6;INTE;2180;2180;0;0;0;0;0;0;2026-02-25-00.00.00.000000;P;2026-02-25-00.00.00.000000;2026-01-25-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;21155;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
669451;3;DUPP;T;900;1;2;900;;;11339;0;O;20260122;IMP;1;1;20260122;IMP;INTE;2200;2200;0;0;0;0;0;0;2026-01-22-00.00.00.000000;V;2026-01-22-00.00.00.000000;2026-01-22-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;11339;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
669493;3;DUPP;T;900;1;2;11;;;21155;0;O;302;IMP;1;1;302;6;INTE;2220;2220;0;0;0;0;0;0;2026-02-25-00.00.00.000000;P;2026-02-25-00.00.00.000000;2026-01-25-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;21155;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
669664;3;DUPP;T;900;1;2;16;;;11773;0;O;20260131;IMP;1;1;20260131;IMP;INTE;2313,2;2313,2;0;0;0;0;0;0;2026-01-31-00.00.00.000000;V;2026-02-02-00.00.00.000000;2026-01-31-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;11773;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
669721;3;DUPP;T;900;1;2;1;;;11339;0;O;20260129;IMP;1;1;20260129;IMP;INTE;2368,43;2368,43;0;0;0;0;0;0;2026-01-29-00.00.00.000000;V;2026-01-29-00.00.00.000000;2026-01-29-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;11339;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
669820;3;DUPP;T;900;1;2;10;;;14394;0;O;20251226;IMP;1;1;20251226;IMP;INTE;2457,78;2457,78;0;0;0;0;0;0;2026-01-06-00.00.00.000000;P;2026-01-06-00.00.00.000000;2025-12-26-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;14394;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
669910;3;DUPP;T;900;1;2;901;;;5404;0;O;20260113;IMP;1;1;20260113;IMP;INTE;2500;2500;0;0;0;0;0;0;2026-03-06-00.00.00.000000;P;2026-03-06-00.00.00.000000;2026-01-13-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;5404;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
669937;3;DUPP;T;900;1;2;1;;;11043;0;O;20260114;IMP;1;1;20260114;IMP;INTE;2521,9;2521,9;0;0;0;0;0;0;2026-02-12-00.00.00.000000;P;2026-02-12-00.00.00.000000;2026-01-14-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;11043;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
670015;3;DUPP;T;900;1;2;901;;;21263;1;O;3627;IMP;1;1;3627;0;INTE;2600;2600;0;0;0;0;0;0;2025-10-13-00.00.00.000000;P;2025-10-13-00.00.00.000000;2025-08-29-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;21263;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
670021;3;DUPP;T;900;1;2;10;;;14394;0;O;20260126;IMP;1;1;20260126;IMP;INTE;2602,55;2602,55;0;0;0;0;0;0;2026-02-06-00.00.00.000000;P;2026-02-06-00.00.00.000000;2026-01-26-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;14394;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
670144;3;DUPP;T;900;1;2;9;;;11339;0;O;20260129;IMP;1;1;20260129;IMP;INTE;2703,37;2703,37;0;0;0;0;0;0;2026-01-29-00.00.00.000000;V;2026-01-29-00.00.00.000000;2026-01-29-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;11339;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
670195;3;DUPP;T;900;1;2;16;;;11773;0;O;20260128;IMP;1;1;20260128;IMP;INTE;2765,93;2765,93;0;0;0;0;0;0;2026-01-28-00.00.00.000000;V;2026-01-28-00.00.00.000000;2026-01-28-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;11773;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
670216;3;DUPP;T;900;1;2;12;;;21155;0;O;303;IMP;1;1;303;6;INTE;2800;2800;0;0;0;0;0;0;2026-02-25-00.00.00.000000;P;2026-02-25-00.00.00.000000;2026-01-25-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;21155;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
670273;3;DUPP;T;900;1;2;14;;;11339;0;O;20260127;IMP;1;1;20260127;IMP;INTE;2867,49;2867,49;0;0;0;0;0;0;2026-01-27-00.00.00.000000;V;2026-01-27-00.00.00.000000;2026-01-27-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;11339;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
670354;3;DUPP;T;900;1;2;6;;;21155;0;O;92;IMP;1;1;92;6;INTE;2927,5;2927,5;0;0;0;0;0;0;2026-02-12-00.00.00.000000;P;2026-02-12-00.00.00.000000;2026-01-13-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;21155;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
670627;3;DUPP;T;900;1;2;8;;;21155;0;O;124;IMP;1;1;124;6;INTE;6242,6;6242,6;6242,6;0;0;0;0;0;2026-02-13-00.00.00.000000;P;2026-02-13-00.00.00.000000;2026-01-13-00.00.00.000000;2026-02-10-00.00.00.000000;2026-02-13-00.00.00.000000;2026-01-31-00.00.00.000000;0;S;;;;;Q;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;21155;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7170;;;;;;;;;;;
670720;3;DUPP;T;900;1;2;14;;;21155;0;O;221;IMP;1;1;221;6;INTE;6507,75;6507,75;6507,75;0;0;0;0;0;2026-02-20-00.00.00.000000;P;2026-02-20-00.00.00.000000;2026-01-20-00.00.00.000000;2026-02-10-00.00.00.000000;2026-02-20-00.00.00.000000;2026-01-31-00.00.00.000000;0;S;;;;;Q;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;21155;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11872;;;;;;;;;;;
670741;3;DUPP;T;900;1;2;5;;;11043;0;O;20260114;IMP;1;1;20260114;IMP;INTE;6569,96;6569,96;0;0;0;0;0;0;2026-02-12-00.00.00.000000;P;2026-02-12-00.00.00.000000;2026-01-14-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;11043;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
670831;3;DUPP;T;900;1;2;4;;;21155;0;O;251;IMP;1;1;251;6;INTE;6738,4;6738,4;6738,4;0;0;0;0;0;2026-02-22-00.00.00.000000;P;2026-02-23-00.00.00.000000;2026-01-22-00.00.00.000000;2026-02-10-00.00.00.000000;2026-02-23-00.00.00.000000;2026-01-31-00.00.00.000000;0;S;;;;;Q;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;21155;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11500;;;;;;;;;;;
670918;3;DUPP;T;900;1;2;16;;;11773;0;O;20260128;IMP;1;1;20260128;IMP;INTE;3947,62;3947,62;0;0;0;0;0;0;2026-01-28-00.00.00.000000;V;2026-01-28-00.00.00.000000;2026-01-28-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;11773;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
670987;3;DUPP;T;900;1;2;10;;;901;2;O;20251110;IMP;1;1;20251110;IMP;INTE;4000;4000;0;0;0;0;0;0;2025-11-11-00.00.00.000000;P;2025-11-11-00.00.00.000000;2025-11-10-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;901;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
670996;3;DUPP;T;900;1;2;18;;;11339;0;O;20241211;IMP;1;1;20241211;IMP;INTE;4000;4000;0;0;0;0;0;0;2026-02-18-00.00.00.000000;P;2026-02-18-00.00.00.000000;2024-12-11-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;11339;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
671200;3;DUPP;T;900;1;2;901;;;4539;0;O;20251111;IMP;3;1;20251111;IMP;INTE;4166,66;4166,66;0;0;0;0;0;0;2026-01-05-00.00.00.000000;P;2026-01-05-00.00.00.000000;2025-11-11-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;4539;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
671203;3;DUPP;T;900;1;2;901;;;4539;0;O;20251111;IMP;4;1;20251111;IMP;INTE;4166,66;4166,66;0;0;0;0;0;0;2026-02-05-00.00.00.000000;P;2026-02-05-00.00.00.000000;2025-11-11-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;4539;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
671209;3;DUPP;T;900;1;2;901;;;4539;0;O;20251111;IMP;6;1;20251111;IMP;INTE;4166,66;4166,66;0;0;0;0;0;0;2026-04-05-00.00.00.000000;P;2026-04-06-00.00.00.000000;2025-11-11-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;4539;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
671212;3;DUPP;T;900;1;2;901;;;4539;0;O;20251111;IMP;7;1;20251111;IMP;INTE;4166,66;4166,66;0;0;0;0;0;0;2026-05-05-00.00.00.000000;P;2026-05-05-00.00.00.000000;2025-11-11-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;4539;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
671215;3;DUPP;T;900;1;2;901;;;4539;0;O;20251111;IMP;8;1;20251111;IMP;INTE;4166,66;4166,66;0;0;0;0;0;0;2026-06-05-00.00.00.000000;P;2026-06-05-00.00.00.000000;2025-11-11-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;4539;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
671218;3;DUPP;T;900;1;2;901;;;4539;0;O;20251111;IMP;9;1;20251111;IMP;INTE;4166,66;4166,66;0;0;0;0;0;0;2026-07-05-00.00.00.000000;P;2026-07-06-00.00.00.000000;2025-11-11-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;4539;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
671221;3;DUPP;T;900;1;2;901;;;4539;0;O;20251111;IMP;10;1;20251111;IMP;INTE;4166,66;4166,66;0;0;0;0;0;0;2026-08-05-00.00.00.000000;P;2026-08-05-00.00.00.000000;2025-11-11-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;4539;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
671224;3;DUPP;T;900;1;2;901;;;4539;0;O;20251111;IMP;11;1;20251111;IMP;INTE;4166,66;4166,66;0;0;0;0;0;0;2026-09-05-00.00.00.000000;P;2026-09-07-00.00.00.000000;2025-11-11-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;4539;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
671227;3;DUPP;T;900;1;2;901;;;4539;0;O;20251111;IMP;12;1;20251111;IMP;INTE;4166,66;4166,66;0;0;0;0;0;0;2026-10-05-00.00.00.000000;P;2026-10-05-00.00.00.000000;2025-11-11-00.00.00.000000;2026-02-10-00.00.00.000000;;2026-01-31-00.00.00.000000;0;S;;;;;A;N;N;;;;;;;;2026-02-10-00.00.00.000000;INTEGRACAO;4539;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2820;;;;;;;;;;;
