SEQFAMILIA;SEQCATEGORIA;NRODIVISAO;STATUS;INDREPLICACAO;INDGEROUREPLICACAO;DTABASEEXPORTACAO;NROBASEEXPORTACAO;DATAHORAALTERACAO;DATAHORAINTEGRAECOMMERCE;USUARIOALTERACAO;SEQCORRESPONDENCIA;NROBASEEXPORTACAOERP
1205;4;1;A;S;;2024-11-21-10.39.28.000000;2561420;2024-11-21-10.39.28.000000;;LUSENA;;
1205;5;1;A;S;;2024-11-21-10.39.28.000000;2561420;2024-11-21-10.39.28.000000;;LUSENA;;
1205;6;1;A;S;;2024-11-21-10.39.28.000000;2561421;2024-11-21-10.39.28.000000;;LUSENA;;
1206;1;1;I;S;;2024-11-22-16.42.35.000000;2582802;2024-11-22-16.42.35.000000;;LUSENA;;
1206;2;1;I;S;;2024-11-22-16.42.35.000000;2582802;2024-11-22-16.42.35.000000;;LUSENA;;
1206;3;1;A;S;;2024-11-21-10.56.28.000000;2561622;2024-11-21-10.56.28.000000;;LUSENA;;
1206;4;1;A;S;;2024-11-21-10.56.28.000000;2561622;2024-11-21-10.56.28.000000;;LUSENA;;
1206;5;1;A;S;;2024-11-21-10.56.28.000000;2561622;2024-11-21-10.56.28.000000;;LUSENA;;
1206;6;1;A;S;;2024-11-21-10.56.28.000000;2561622;2024-11-21-10.56.28.000000;;LUSENA;;
1207;1;1;I;S;;2024-11-22-16.42.34.000000;2582801;2024-11-22-16.42.34.000000;;LUSENA;;
1207;2;1;I;S;;2024-11-22-16.42.34.000000;2582801;2024-11-22-16.42.34.000000;;LUSENA;;
1207;3;1;A;S;;2024-11-21-11.25.05.000000;2561962;2024-11-21-11.25.05.000000;;LUSENA;;
1207;4;1;A;S;;2024-11-21-11.25.05.000000;2561962;2024-11-21-11.25.05.000000;;LUSENA;;
1207;5;1;A;S;;2024-11-21-11.25.05.000000;2561962;2024-11-21-11.25.05.000000;;LUSENA;;
1207;6;1;A;S;;2024-11-21-11.25.05.000000;2561962;2024-11-21-11.25.05.000000;;LUSENA;;
1208;1;1;I;S;;2024-11-22-16.42.35.000000;2582802;2024-11-22-16.42.35.000000;;LUSENA;;
1208;2;1;I;S;;2024-11-22-16.42.35.000000;2582802;2024-11-22-16.42.35.000000;;LUSENA;;
1208;3;1;A;S;;2024-11-21-11.35.38.000000;2562087;2024-11-21-11.35.38.000000;;LUSENA;;
1208;4;1;A;S;;2024-11-21-11.35.38.000000;2562087;2024-11-21-11.35.38.000000;;LUSENA;;
1208;5;1;A;S;;2024-11-21-11.35.38.000000;2562087;2024-11-21-11.35.38.000000;;LUSENA;;
1208;6;1;A;S;;2024-11-21-11.35.38.000000;2562087;2024-11-21-11.35.38.000000;;LUSENA;;
1209;1;1;I;S;;2024-11-22-16.42.35.000000;2582802;2024-11-22-16.42.35.000000;;LUSENA;;
1209;2;1;I;S;;2024-11-22-16.42.35.000000;2582802;2024-11-22-16.42.35.000000;;LUSENA;;
1209;3;1;A;S;;2024-11-21-11.47.44.000000;2562231;2024-11-21-11.47.44.000000;;LUSENA;;
1209;4;1;A;S;;2024-11-21-11.47.44.000000;2562231;2024-11-21-11.47.44.000000;;LUSENA;;
1209;5;1;A;S;;2024-11-21-11.47.44.000000;2562231;2024-11-21-11.47.44.000000;;LUSENA;;
1209;6;1;A;S;;2024-11-21-11.47.44.000000;2562231;2024-11-21-11.47.44.000000;;LUSENA;;
1210;1;1;I;S;;2024-11-22-16.42.34.000000;2582801;2024-11-22-16.42.34.000000;;LUSENA;;
1210;2;1;I;S;;2024-11-22-16.42.34.000000;2582801;2024-11-22-16.42.34.000000;;LUSENA;;
1210;3;1;A;S;;2024-11-21-12.00.00.000000;2562376;2024-11-21-12.00.00.000000;;LUSENA;;
1210;4;1;A;S;;2024-11-21-12.00.00.000000;2562376;2024-11-21-12.00.00.000000;;LUSENA;;
1210;5;1;A;S;;2024-11-21-12.00.00.000000;2562376;2024-11-21-12.00.00.000000;;LUSENA;;
1210;6;1;A;S;;2024-11-21-12.00.00.000000;2562376;2024-11-21-12.00.00.000000;;LUSENA;;
1211;1;1;I;S;;2024-11-22-16.42.34.000000;2582801;2024-11-22-16.42.34.000000;;LUSENA;;
1211;2;1;I;S;;2024-11-22-16.42.34.000000;2582801;2024-11-22-16.42.34.000000;;LUSENA;;
1211;3;1;A;S;;2024-11-21-14.18.59.000000;2564026;2024-11-21-14.18.59.000000;;LUSENA;;
1211;4;1;A;S;;2024-11-21-14.18.59.000000;2564026;2024-11-21-14.18.59.000000;;LUSENA;;
1211;5;1;A;S;;2024-11-21-14.18.59.000000;2564026;2024-11-21-14.18.59.000000;;LUSENA;;
1211;6;1;A;S;;2024-11-21-14.18.59.000000;2564026;2024-11-21-14.18.59.000000;;LUSENA;;
1212;1;1;I;S;;2024-11-22-16.42.35.000000;2582801;2024-11-22-16.42.35.000000;;LUSENA;;
1212;2;1;I;S;;2024-11-22-16.42.35.000000;2582801;2024-11-22-16.42.35.000000;;LUSENA;;
1212;3;1;A;S;;2024-11-21-16.25.56.000000;2565533;2024-11-21-16.25.56.000000;;LUSENA;;
1212;4;1;A;S;;2024-11-21-16.25.56.000000;2565533;2024-11-21-16.25.56.000000;;LUSENA;;
1212;5;1;A;S;;2024-11-21-16.25.56.000000;2565533;2024-11-21-16.25.56.000000;;LUSENA;;
1212;6;1;A;S;;2024-11-21-16.25.56.000000;2565533;2024-11-21-16.25.56.000000;;LUSENA;;
1213;1;1;I;S;;2024-11-22-16.42.35.000000;2582802;2024-11-22-16.42.35.000000;;LUSENA;;
1213;2;1;I;S;;2024-11-22-16.42.35.000000;2582802;2024-11-22-16.42.35.000000;;LUSENA;;
1213;3;1;A;S;;2024-11-21-16.33.19.000000;2565620;2024-11-21-16.33.19.000000;;LUSENA;;
1213;4;1;A;S;;2024-11-21-16.33.19.000000;2565620;2024-11-21-16.33.19.000000;;LUSENA;;
1213;5;1;A;S;;2024-11-21-16.33.19.000000;2565620;2024-11-21-16.33.19.000000;;LUSENA;;
1213;6;1;A;S;;2024-11-21-16.33.19.000000;2565620;2024-11-21-16.33.19.000000;;LUSENA;;
1214;1;1;I;S;;2024-11-22-16.42.35.000000;2582801;2024-11-22-16.42.35.000000;;LUSENA;;
1214;2;1;I;S;;2024-11-22-16.42.35.000000;2582801;2024-11-22-16.42.35.000000;;LUSENA;;
1214;3;1;A;S;;2024-11-21-16.44.14.000000;2565750;2024-11-21-16.44.14.000000;;LUSENA;;
1214;4;1;A;S;;2024-11-21-16.44.14.000000;2565750;2024-11-21-16.44.14.000000;;LUSENA;;
1214;5;1;A;S;;2024-11-21-16.44.14.000000;2565750;2024-11-21-16.44.14.000000;;LUSENA;;
1214;6;1;A;S;;2024-11-21-16.44.14.000000;2565750;2024-11-21-16.44.14.000000;;LUSENA;;
1215;1;1;I;S;;2024-11-22-16.42.35.000000;2582801;2024-11-22-16.42.35.000000;;LUSENA;;
1215;2;1;I;S;;2024-11-22-16.42.35.000000;2582801;2024-11-22-16.42.35.000000;;LUSENA;;
1215;3;1;A;S;;2024-11-21-17.15.05.000000;2566116;2024-11-21-17.15.05.000000;;LUSENA;;
1215;4;1;A;S;;2024-11-21-17.15.05.000000;2566116;2024-11-21-17.15.05.000000;;LUSENA;;
1215;5;1;A;S;;2024-11-21-17.15.05.000000;2566116;2024-11-21-17.15.05.000000;;LUSENA;;
1215;6;1;A;S;;2024-11-21-17.15.05.000000;2566116;2024-11-21-17.15.05.000000;;LUSENA;;
1216;1;1;I;S;;2024-11-22-16.42.36.000000;2582802;2024-11-22-16.42.36.000000;;LUSENA;;
1216;2;1;I;S;;2024-11-22-16.42.36.000000;2582802;2024-11-22-16.42.36.000000;;LUSENA;;
1216;3;1;A;S;;2024-11-22-08.49.15.000000;2577180;2024-11-22-08.49.15.000000;;LUSENA;;
1216;4;1;A;S;;2024-11-22-08.49.15.000000;2577180;2024-11-22-08.49.15.000000;;LUSENA;;
1216;5;1;A;S;;2024-11-22-08.49.15.000000;2577180;2024-11-22-08.49.15.000000;;LUSENA;;
1216;6;1;A;S;;2024-11-22-08.49.15.000000;2577180;2024-11-22-08.49.15.000000;;LUSENA;;
1217;1;1;I;S;;2024-11-22-16.42.34.000000;2582801;2024-11-22-16.42.34.000000;;LUSENA;;
1217;2;1;I;S;;2024-11-22-16.42.34.000000;2582801;2024-11-22-16.42.34.000000;;LUSENA;;
1217;3;1;A;S;;2024-11-22-09.14.55.000000;2577485;2024-11-22-09.14.55.000000;;LUSENA;;
1217;4;1;A;S;;2024-11-22-09.14.55.000000;2577485;2024-11-22-09.14.55.000000;;LUSENA;;
1217;5;1;A;S;;2024-11-22-09.14.55.000000;2577485;2024-11-22-09.14.55.000000;;LUSENA;;
1217;6;1;A;S;;2024-11-22-09.14.55.000000;2577485;2024-11-22-09.14.55.000000;;LUSENA;;
1218;1;1;I;S;;2024-11-22-16.42.35.000000;2582802;2024-11-22-16.42.35.000000;;LUSENA;;
1218;2;1;I;S;;2024-11-22-16.42.35.000000;2582802;2024-11-22-16.42.35.000000;;LUSENA;;
1218;3;1;A;S;;2024-11-22-09.34.06.000000;2577713;2024-11-22-09.34.06.000000;;LUSENA;;
1218;4;1;A;S;;2024-11-22-09.34.06.000000;2577713;2024-11-22-09.34.06.000000;;LUSENA;;
1218;5;1;A;S;;2024-11-22-09.34.06.000000;2577713;2024-11-22-09.34.06.000000;;LUSENA;;
1218;6;1;A;S;;2024-11-22-09.34.06.000000;2577713;2024-11-22-09.34.06.000000;;LUSENA;;
1219;1;1;I;S;;2024-11-22-16.42.36.000000;2582802;2024-11-22-16.42.36.000000;;LUSENA;;
1219;2;1;I;S;;2024-11-22-16.42.36.000000;2582802;2024-11-22-16.42.36.000000;;LUSENA;;
1219;3;1;A;S;;2024-11-22-09.54.10.000000;2577951;2024-11-22-09.54.10.000000;;LUSENA;;
1219;4;1;A;S;;2024-11-22-09.54.10.000000;2577951;2024-11-22-09.54.10.000000;;LUSENA;;
1219;5;1;A;S;;2024-11-22-09.54.10.000000;2577951;2024-11-22-09.54.10.000000;;LUSENA;;
1219;6;1;A;S;;2024-11-22-09.54.10.000000;2577951;2024-11-22-09.54.10.000000;;LUSENA;;
1220;1;1;I;S;;2024-11-22-16.42.56.000000;2582806;2024-11-22-16.42.56.000000;;LUSENA;;
1220;2;1;I;S;;2024-11-22-16.42.56.000000;2582806;2024-11-22-16.42.56.000000;;LUSENA;;
1220;3;1;A;S;;2024-11-22-10.31.37.000000;2578396;2024-11-22-10.31.37.000000;;LUSENA;;
1220;4;1;A;S;;2024-11-22-10.31.37.000000;2578396;2024-11-22-10.31.37.000000;;LUSENA;;
1220;5;1;A;S;;2024-11-22-10.31.37.000000;2578396;2024-11-22-10.31.37.000000;;LUSENA;;
1220;6;1;A;S;;2024-11-22-10.31.37.000000;2578396;2024-11-22-10.31.37.000000;;LUSENA;;
1221;1;1;I;S;;2024-11-22-16.42.56.000000;2582806;2024-11-22-16.42.56.000000;;LUSENA;;
1221;2;1;I;S;;2024-11-22-16.42.56.000000;2582806;2024-11-22-16.42.56.000000;;LUSENA;;
1221;3;1;A;S;;2024-11-22-10.49.14.000000;2578605;2024-11-22-10.49.14.000000;;LUSENA;;
1221;4;1;A;S;;2024-11-22-10.49.14.000000;2578605;2024-11-22-10.49.14.000000;;LUSENA;;
1221;5;1;A;S;;2024-11-22-10.49.14.000000;2578605;2024-11-22-10.49.14.000000;;LUSENA;;
1221;6;1;A;S;;2024-11-22-10.49.14.000000;2578605;2024-11-22-10.49.14.000000;;LUSENA;;
1222;1;1;I;S;;2024-11-22-16.42.56.000000;2582806;2024-11-22-16.42.56.000000;;LUSENA;;
1222;2;1;I;S;;2024-11-22-16.42.56.000000;2582806;2024-11-22-16.42.56.000000;;LUSENA;;
1222;3;1;A;S;;2024-11-22-10.59.05.000000;2578722;2024-11-22-10.59.05.000000;;LUSENA;;
1222;4;1;A;S;;2024-11-22-10.59.05.000000;2578722;2024-11-22-10.59.05.000000;;LUSENA;;
1222;5;1;A;S;;2024-11-22-10.59.05.000000;2578722;2024-11-22-10.59.05.000000;;LUSENA;;
1222;6;1;A;S;;2024-11-22-10.59.05.000000;2578722;2024-11-22-10.59.05.000000;;LUSENA;;
1240;1;1;I;S;;2024-11-26-16.46.14.000000;2651113;2024-11-26-16.46.14.000000;;LUSENA;;
1240;2;1;I;S;;2024-11-26-16.46.14.000000;2651113;2024-11-26-16.46.14.000000;;LUSENA;;
1240;3;1;A;S;;2024-11-25-16.03.52.000000;2633535;2024-11-25-16.03.52.000000;;LUSENA;;
1240;4;1;A;S;;2024-11-25-16.03.52.000000;2633535;2024-11-25-16.03.52.000000;;LUSENA;;
1240;5;1;A;S;;2024-11-25-16.03.52.000000;2633535;2024-11-25-16.03.52.000000;;LUSENA;;
1240;6;1;A;S;;2024-11-25-16.03.52.000000;2633535;2024-11-25-16.03.52.000000;;LUSENA;;
1253;5;1;A;S;;2024-11-26-14.27.25.000000;2649465;2024-11-26-14.27.25.000000;;LUSENA;;
1253;6;1;A;S;;2024-11-26-14.27.25.000000;2649465;2024-11-26-14.27.25.000000;;LUSENA;;
1254;1;1;I;S;;2024-11-26-16.46.14.000000;2651113;2024-11-26-16.46.14.000000;;LUSENA;;
1254;2;1;I;S;;2024-11-26-16.46.14.000000;2651113;2024-11-26-16.46.14.000000;;LUSENA;;
1254;3;1;A;S;;2024-11-26-14.59.51.000000;2649850;2024-11-26-14.59.51.000000;;LUSENA;;
1254;4;1;A;S;;2024-11-26-14.59.51.000000;2649850;2024-11-26-14.59.51.000000;;LUSENA;;
1254;5;1;A;S;;2024-11-26-14.59.51.000000;2649850;2024-11-26-14.59.51.000000;;LUSENA;;
1254;6;1;A;S;;2024-11-26-14.59.51.000000;2649850;2024-11-26-14.59.51.000000;;LUSENA;;
1255;1;1;I;S;;2024-11-26-16.46.15.000000;2651113;2024-11-26-16.46.15.000000;;LUSENA;;
1255;2;1;I;S;;2024-11-26-16.46.15.000000;2651113;2024-11-26-16.46.15.000000;;LUSENA;;
1255;3;1;A;S;;2024-11-26-15.30.26.000000;2650213;2024-11-26-15.30.26.000000;;LUSENA;;
1255;4;1;A;S;;2024-11-26-15.30.26.000000;2650213;2024-11-26-15.30.26.000000;;LUSENA;;
1255;5;1;A;S;;2024-11-26-15.30.26.000000;2650213;2024-11-26-15.30.26.000000;;LUSENA;;
1255;6;1;A;S;;2024-11-26-15.30.26.000000;2650213;2024-11-26-15.30.26.000000;;LUSENA;;
1256;1;1;I;S;;2024-11-26-16.46.16.000000;2651114;2024-11-26-16.46.16.000000;;LUSENA;;
1256;2;1;I;S;;2024-11-26-16.46.16.000000;2651114;2024-11-26-16.46.16.000000;;LUSENA;;
1256;3;1;A;S;;2024-11-26-15.44.46.000000;2650383;2024-11-26-15.44.46.000000;;LUSENA;;
1256;4;1;A;S;;2024-11-26-15.44.46.000000;2650383;2024-11-26-15.44.46.000000;;LUSENA;;
1256;5;1;A;S;;2024-11-26-15.44.46.000000;2650383;2024-11-26-15.44.46.000000;;LUSENA;;
1256;6;1;A;S;;2024-11-26-15.44.46.000000;2650383;2024-11-26-15.44.46.000000;;LUSENA;;
1258;1;1;I;S;;2024-11-26-16.46.16.000000;2651114;2024-11-26-16.46.16.000000;;LUSENA;;
1258;2;1;I;S;;2024-11-26-16.46.16.000000;2651114;2024-11-26-16.46.16.000000;;LUSENA;;
1258;3;1;A;S;;2024-11-26-15.59.05.000000;2650554;2024-11-26-15.59.05.000000;;LUSENA;;
1258;4;1;A;S;;2024-11-26-15.59.05.000000;2650554;2024-11-26-15.59.05.000000;;LUSENA;;
1258;5;1;A;S;;2024-11-26-15.59.05.000000;2650554;2024-11-26-15.59.05.000000;;LUSENA;;
1258;6;1;A;S;;2024-11-26-15.59.05.000000;2650554;2024-11-26-15.59.05.000000;;LUSENA;;
1259;1;1;I;S;;2024-11-26-16.46.17.000000;2651114;2024-11-26-16.46.17.000000;;LUSENA;;
1259;2;1;I;S;;2024-11-26-16.46.17.000000;2651114;2024-11-26-16.46.17.000000;;LUSENA;;
1259;3;1;A;S;;2024-11-26-16.08.10.000000;2650661;2024-11-26-16.08.10.000000;;LUSENA;;
1259;4;1;A;S;;2024-11-26-16.08.10.000000;2650661;2024-11-26-16.08.10.000000;;LUSENA;;
1259;5;1;A;S;;2024-11-26-16.08.10.000000;2650661;2024-11-26-16.08.10.000000;;LUSENA;;
1259;6;1;A;S;;2024-11-26-16.08.10.000000;2650661;2024-11-26-16.08.10.000000;;LUSENA;;
1260;1;1;I;S;;2024-11-26-16.47.35.000000;2651129;2024-11-26-16.47.35.000000;;LUSENA;;
1260;2;1;I;S;;2024-11-26-16.47.35.000000;2651129;2024-11-26-16.47.35.000000;;LUSENA;;
1260;3;1;A;S;;2024-11-26-16.24.31.000000;2650855;2024-11-26-16.24.31.000000;;LUSENA;;
1260;4;1;A;S;;2024-11-26-16.24.31.000000;2650855;2024-11-26-16.24.31.000000;;LUSENA;;
1260;5;1;A;S;;2024-11-26-16.24.31.000000;2650855;2024-11-26-16.24.31.000000;;LUSENA;;
1260;6;1;A;S;;2024-11-26-16.24.31.000000;2650855;2024-11-26-16.24.31.000000;;LUSENA;;
1261;1;1;I;S;;2024-11-26-16.46.17.000000;2651114;2024-11-26-16.46.17.000000;;LUSENA;;
1261;2;1;I;S;;2024-11-26-16.46.17.000000;2651114;2024-11-26-16.46.17.000000;;LUSENA;;
1261;3;1;A;S;;2024-11-26-16.34.36.000000;2650975;2024-11-26-16.34.36.000000;;LUSENA;;
1261;4;1;A;S;;2024-11-26-16.34.36.000000;2650975;2024-11-26-16.34.36.000000;;LUSENA;;
1261;5;1;A;S;;2024-11-26-16.34.36.000000;2650975;2024-11-26-16.34.36.000000;;LUSENA;;
1261;6;1;A;S;;2024-11-26-16.34.36.000000;2650975;2024-11-26-16.34.36.000000;;LUSENA;;
1253;3172;1;A;S;;2024-11-26-16.46.14.000000;2651113;2024-11-26-16.46.14.000000;;LUSENA;;
1253;2061;1;A;S;;2024-11-26-16.46.14.000000;2651113;2024-11-26-16.46.14.000000;;LUSENA;;
1253;2052;1;A;S;;2024-11-26-16.46.14.000000;2651113;2024-11-26-16.46.14.000000;;LUSENA;;
1253;1979;1;A;S;;2024-11-26-16.46.14.000000;2651113;2024-11-26-16.46.14.000000;;LUSENA;;
1253;1978;1;A;S;;2024-11-26-16.46.14.000000;2651113;2024-11-26-16.46.14.000000;;LUSENA;;
1254;3172;1;A;S;;2024-11-26-16.46.14.000000;2651113;2024-11-26-16.46.14.000000;;LUSENA;;
1254;2061;1;A;S;;2024-11-26-16.46.14.000000;2651113;2024-11-26-16.46.14.000000;;LUSENA;;
1254;2052;1;A;S;;2024-11-26-16.46.14.000000;2651113;2024-11-26-16.46.14.000000;;LUSENA;;
1254;1979;1;A;S;;2024-11-26-16.46.14.000000;2651113;2024-11-26-16.46.14.000000;;LUSENA;;
1254;1978;1;A;S;;2024-11-26-16.46.14.000000;2651113;2024-11-26-16.46.14.000000;;LUSENA;;
1240;3172;1;A;S;;2024-11-26-16.46.14.000000;2651113;2024-11-26-16.46.14.000000;;LUSENA;;
1240;2061;1;A;S;;2024-11-26-16.46.14.000000;2651113;2024-11-26-16.46.14.000000;;LUSENA;;
1240;2052;1;A;S;;2024-11-26-16.46.14.000000;2651113;2024-11-26-16.46.14.000000;;LUSENA;;
1240;1979;1;A;S;;2024-11-26-16.46.14.000000;2651113;2024-11-26-16.46.14.000000;;LUSENA;;
1240;1978;1;A;S;;2024-11-26-16.46.14.000000;2651113;2024-11-26-16.46.14.000000;;LUSENA;;
1250;3172;1;A;S;;2024-11-26-16.46.14.000000;2651113;2024-11-26-16.46.14.000000;;LUSENA;;
1250;2061;1;A;S;;2024-11-26-16.46.14.000000;2651113;2024-11-26-16.46.14.000000;;LUSENA;;
1250;2052;1;A;S;;2024-11-26-16.46.14.000000;2651113;2024-11-26-16.46.14.000000;;LUSENA;;
1250;1979;1;A;S;;2024-11-26-16.46.14.000000;2651113;2024-11-26-16.46.14.000000;;LUSENA;;
1250;1978;1;A;S;;2024-11-26-16.46.14.000000;2651113;2024-11-26-16.46.14.000000;;LUSENA;;
1252;3172;1;A;S;;2024-11-26-16.46.14.000000;2651113;2024-11-26-16.46.14.000000;;LUSENA;;
1252;2061;1;A;S;;2024-11-26-16.46.14.000000;2651113;2024-11-26-16.46.14.000000;;LUSENA;;
1252;2052;1;A;S;;2024-11-26-16.46.14.000000;2651113;2024-11-26-16.46.14.000000;;LUSENA;;
1252;1979;1;A;S;;2024-11-26-16.46.14.000000;2651113;2024-11-26-16.46.14.000000;;LUSENA;;
1252;1978;1;A;S;;2024-11-26-16.46.15.000000;2651113;2024-11-26-16.46.15.000000;;LUSENA;;
1255;3172;1;A;S;;2024-11-26-16.46.15.000000;2651113;2024-11-26-16.46.15.000000;;LUSENA;;
1255;2061;1;A;S;;2024-11-26-16.46.15.000000;2651113;2024-11-26-16.46.15.000000;;LUSENA;;
1255;2052;1;A;S;;2024-11-26-16.46.15.000000;2651113;2024-11-26-16.46.15.000000;;LUSENA;;
1255;1979;1;A;S;;2024-11-26-16.46.15.000000;2651113;2024-11-26-16.46.15.000000;;LUSENA;;
1255;1978;1;A;S;;2024-11-26-16.46.15.000000;2651113;2024-11-26-16.46.15.000000;;LUSENA;;
1245;3172;1;A;S;;2024-11-26-16.46.15.000000;2651113;2024-11-26-16.46.15.000000;;LUSENA;;
1245;2061;1;A;S;;2024-11-26-16.46.15.000000;2651113;2024-11-26-16.46.15.000000;;LUSENA;;
1245;2052;1;A;S;;2024-11-26-16.46.15.000000;2651113;2024-11-26-16.46.15.000000;;LUSENA;;
1245;1979;1;A;S;;2024-11-26-16.46.15.000000;2651113;2024-11-26-16.46.15.000000;;LUSENA;;
1245;1978;1;A;S;;2024-11-26-16.46.15.000000;2651113;2024-11-26-16.46.15.000000;;LUSENA;;
1246;3172;1;A;S;;2024-11-26-16.46.15.000000;2651113;2024-11-26-16.46.15.000000;;LUSENA;;
1246;2061;1;A;S;;2024-11-26-16.46.15.000000;2651113;2024-11-26-16.46.15.000000;;LUSENA;;
1246;2052;1;A;S;;2024-11-26-16.46.15.000000;2651113;2024-11-26-16.46.15.000000;;LUSENA;;
1246;1979;1;A;S;;2024-11-26-16.46.15.000000;2651113;2024-11-26-16.46.15.000000;;LUSENA;;
1246;1978;1;A;S;;2024-11-26-16.46.15.000000;2651113;2024-11-26-16.46.15.000000;;LUSENA;;
1241;3172;1;A;S;;2024-11-26-16.46.15.000000;2651113;2024-11-26-16.46.15.000000;;LUSENA;;
1241;2061;1;A;S;;2024-11-26-16.46.15.000000;2651113;2024-11-26-16.46.15.000000;;LUSENA;;
1241;2052;1;A;S;;2024-11-26-16.46.15.000000;2651113;2024-11-26-16.46.15.000000;;LUSENA;;
1241;1979;1;A;S;;2024-11-26-16.46.15.000000;2651113;2024-11-26-16.46.15.000000;;LUSENA;;
1241;1978;1;A;S;;2024-11-26-16.46.15.000000;2651113;2024-11-26-16.46.15.000000;;LUSENA;;
1247;3172;1;A;S;;2024-11-26-16.46.15.000000;2651114;2024-11-26-16.46.15.000000;;LUSENA;;
1247;2061;1;A;S;;2024-11-26-16.46.15.000000;2651114;2024-11-26-16.46.15.000000;;LUSENA;;
1247;2052;1;A;S;;2024-11-26-16.46.16.000000;2651114;2024-11-26-16.46.16.000000;;LUSENA;;
1247;1979;1;A;S;;2024-11-26-16.46.16.000000;2651114;2024-11-26-16.46.16.000000;;LUSENA;;
1247;1978;1;A;S;;2024-11-26-16.46.16.000000;2651114;2024-11-26-16.46.16.000000;;LUSENA;;
1249;3172;1;A;S;;2024-11-26-16.46.16.000000;2651114;2024-11-26-16.46.16.000000;;LUSENA;;
1249;2061;1;A;S;;2024-11-26-16.46.16.000000;2651114;2024-11-26-16.46.16.000000;;LUSENA;;
1249;2052;1;A;S;;2024-11-26-16.46.16.000000;2651114;2024-11-26-16.46.16.000000;;LUSENA;;
1249;1979;1;A;S;;2024-11-26-16.46.16.000000;2651114;2024-11-26-16.46.16.000000;;LUSENA;;
1249;1978;1;A;S;;2024-11-26-16.46.16.000000;2651114;2024-11-26-16.46.16.000000;;LUSENA;;
1248;3172;1;A;S;;2024-11-26-16.46.16.000000;2651114;2024-11-26-16.46.16.000000;;LUSENA;;
1248;2061;1;A;S;;2024-11-26-16.46.16.000000;2651114;2024-11-26-16.46.16.000000;;LUSENA;;
1248;2052;1;A;S;;2024-11-26-16.46.16.000000;2651114;2024-11-26-16.46.16.000000;;LUSENA;;
1248;1979;1;A;S;;2024-11-26-16.46.16.000000;2651114;2024-11-26-16.46.16.000000;;LUSENA;;
1248;1978;1;A;S;;2024-11-26-16.46.16.000000;2651114;2024-11-26-16.46.16.000000;;LUSENA;;
1244;3172;1;A;S;;2024-11-26-16.46.16.000000;2651114;2024-11-26-16.46.16.000000;;LUSENA;;
1244;2061;1;A;S;;2024-11-26-16.46.16.000000;2651114;2024-11-26-16.46.16.000000;;LUSENA;;
1244;2052;1;A;S;;2024-11-26-16.46.16.000000;2651114;2024-11-26-16.46.16.000000;;LUSENA;;
1244;1979;1;A;S;;2024-11-26-16.46.16.000000;2651114;2024-11-26-16.46.16.000000;;LUSENA;;
1244;1978;1;A;S;;2024-11-26-16.46.16.000000;2651114;2024-11-26-16.46.16.000000;;LUSENA;;
1243;3172;1;A;S;;2024-11-26-16.46.16.000000;2651114;2024-11-26-16.46.16.000000;;LUSENA;;
1243;2061;1;A;S;;2024-11-26-16.46.16.000000;2651114;2024-11-26-16.46.16.000000;;LUSENA;;
1243;2052;1;A;S;;2024-11-26-16.46.16.000000;2651114;2024-11-26-16.46.16.000000;;LUSENA;;
1243;1979;1;A;S;;2024-11-26-16.46.16.000000;2651114;2024-11-26-16.46.16.000000;;LUSENA;;
1243;1978;1;A;S;;2024-11-26-16.46.16.000000;2651114;2024-11-26-16.46.16.000000;;LUSENA;;
1251;3172;1;A;S;;2024-11-26-16.46.16.000000;2651114;2024-11-26-16.46.16.000000;;LUSENA;;
1251;2061;1;A;S;;2024-11-26-16.46.16.000000;2651114;2024-11-26-16.46.16.000000;;LUSENA;;
1251;2052;1;A;S;;2024-11-26-16.46.16.000000;2651114;2024-11-26-16.46.16.000000;;LUSENA;;
1251;1979;1;A;S;;2024-11-26-16.46.16.000000;2651114;2024-11-26-16.46.16.000000;;LUSENA;;
1251;1978;1;A;S;;2024-11-26-16.46.16.000000;2651114;2024-11-26-16.46.16.000000;;LUSENA;;
1256;3172;1;A;S;;2024-11-26-16.46.16.000000;2651114;2024-11-26-16.46.16.000000;;LUSENA;;
1256;2061;1;A;S;;2024-11-26-16.46.16.000000;2651114;2024-11-26-16.46.16.000000;;LUSENA;;
1256;2052;1;A;S;;2024-11-26-16.46.16.000000;2651114;2024-11-26-16.46.16.000000;;LUSENA;;
1256;1979;1;A;S;;2024-11-26-16.46.16.000000;2651114;2024-11-26-16.46.16.000000;;LUSENA;;
1256;1978;1;A;S;;2024-11-26-16.46.16.000000;2651114;2024-11-26-16.46.16.000000;;LUSENA;;
1258;3172;1;A;S;;2024-11-26-16.46.17.000000;2651114;2024-11-26-16.46.17.000000;;LUSENA;;
1258;2061;1;A;S;;2024-11-26-16.46.17.000000;2651114;2024-11-26-16.46.17.000000;;LUSENA;;
1258;2052;1;A;S;;2024-11-26-16.46.17.000000;2651114;2024-11-26-16.46.17.000000;;LUSENA;;
1258;1979;1;A;S;;2024-11-26-16.46.17.000000;2651114;2024-11-26-16.46.17.000000;;LUSENA;;
1258;1978;1;A;S;;2024-11-26-16.46.17.000000;2651114;2024-11-26-16.46.17.000000;;LUSENA;;
1259;3172;1;A;S;;2024-11-26-16.46.17.000000;2651114;2024-11-26-16.46.17.000000;;LUSENA;;
